time_hour,Tenv_mpc,Tair_mpc,Tout,Qsg,Qint,sat_mpc,zat_mpc,lb,ub,reward_mpc,energy_step_mpc_kwh,energy_cumulative_mpc_kwh,temp_exceed_step_mpc_degC_hr,temp_exceed_cumulative_mpc_degC_hr,violation_hours_cumulative_mpc,solver_success,solver_used_fallback,solver_time_sec,solver_iterations,solver_function_evaluations,solver_objective,solver_message
39.0,23.71467852104697,22.975787305359944,26.0,410.7868289,180.0,14.5,23.0,22.0,24.0,-0.001635283021904757,0.09811698131428542,4.108415048348825,0.0,0.0,0.0,True,False,0.007287874999747146,1,13,0.008411574027023812,Optimization terminated successfully
39.5,23.720812410732123,22.988662355091872,26.0,419.0345822,180.0,14.5,23.0,22.0,24.0,-0.0016071191025472974,0.09642714615283784,4.204842194501663,0.0,0.0,0.0,True,False,0.0073114160004479345,1,13,0.007643314216236544,Optimization terminated successfully
40.0,23.676940788161644,22.80000774675604,26.0,233.4150278,180.0,14.5,23.0,22.0,24.0,-0.001500741858669626,0.09004451152017756,4.29488670602184,0.0,0.0,0.0,True,False,0.007379874998150626,1,13,0.006698404216240293,Optimization terminated successfully
40.5,23.62780900655846,22.878296599008195,25.0,267.770047,180.0,14.5,23.0,22.0,24.0,-0.001388842131171532,0.08333052787029191,4.378217233892132,0.0,0.0,0.0,True,False,0.007162624999182299,1,13,0.005718559042246817,Optimization terminated successfully
41.0,23.542643049998738,22.71181841397131,25.0,82.70486503,180.0,14.5,23.0,22.0,24.0,-0.0012112679343462243,0.07267607606077346,4.450893309952905,0.0,0.0,0.0,True,False,0.007142832997487858,1,13,0.0047638933423727586,Optimization terminated successfully
41.5,23.47218322737408,22.85198780730356,24.0,155.9688026,180.0,14.5,23.0,22.0,24.0,-0.0010683215262942804,0.06409929157765683,4.514992601530562,0.0,0.0,0.0,True,False,0.007281583999429131,1,13,0.003931081026706546,Optimization terminated successfully
42.0,23.36906209299732,22.56717658894269,24.0,39.105,50.0,14.5,23.0,22.0,24.0,-0.0008670193599360137,0.052021161596160825,4.567013763126723,0.0,0.0,0.0,True,False,0.007192124998255167,1,13,0.003217638857207407,Optimization terminated successfully
42.5,23.273557228753724,22.711209429397783,23.0,78.3997001,50.0,14.5,23.0,22.0,24.0,-0.0006622101271109341,0.03973260762665604,4.606746370753379,0.0,0.0,0.0,True,False,0.007428790999256307,1,13,0.0027660416486094052,Optimization terminated successfully
43.0,23.189683602617915,22.721449237564435,23.0,10.395,50.0,14.5,23.0,22.0,24.0,-0.000520897076749984,0.031253824604999036,4.638000195358378,0.0,0.0,0.0,True,False,0.00765095799943083,1,13,0.0025321577063063495,Optimization terminated successfully
43.5,23.11251242335797,22.810648120247055,22.0,24.80123308,50.0,14.5,23.0,22.0,24.0,-0.0004341800071596012,0.02605080042957607,4.664050995787954,0.0,0.0,0.0,True,False,0.007838916997570777,1,13,0.002464837159368821,Optimization terminated successfully
44.0,23.031822460319678,22.83398497551922,21.0,4.257807309,50.0,14.5,23.0,22.0,24.0,-0.00037845369311062814,0.02270722158663769,4.686758217374591,0.0,0.0,0.0,True,False,0.008087416001217207,1,13,0.0025157542251318813,Optimization terminated successfully
44.5,22.948284596637173,22.87027168466254,20.0,0.0,50.0,14.5,23.0,22.0,24.0,-0.00035487958645113435,0.021292775187068062,4.70805099256166,0.0,0.0,0.0,True,False,0.008138249999319669,1,13,0.002651435735346541,Optimization terminated successfully
45.0,22.882803181618232,22.878058682709455,20.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00041542177157074427,0.024925306294244658,4.732976298855904,0.0,0.0,0.0,True,False,0.00830383400170831,1,13,0.002838158275152685,Optimization terminated successfully
45.5,22.825168655698437,22.850302210531833,20.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00042832624060388293,0.025699574436232976,4.7586758732921375,0.0,0.0,0.0,True,False,0.008177415998943616,1,13,0.002989386964082734,Optimization terminated successfully
46.0,22.77280882164955,22.82324316729429,20.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0004535763513602135,0.027214581081612812,4.78589045437375,0.0,0.0,0.0,True,False,0.008138166002026992,1,13,0.0031568305244701355,Optimization terminated successfully
46.5,22.705685471242827,22.791835423375787,19.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.00048509810781544445,0.029105886468926666,4.8149963408426775,0.0,0.0,0.0,True,False,0.008149375000357395,1,13,0.0033272749922545787,Optimization terminated successfully
47.0,22.644746508947517,22.76038756983459,19.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0005141356004294919,0.030848136025769513,4.8458444768684465,0.0,0.0,0.0,True,False,0.00818454200270935,1,13,0.003492944072295136,Optimization terminated successfully
47.5,22.58929084912164,22.731626540514405,19.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0005416020480437171,0.032496122882623026,4.87834059975107,0.0,0.0,0.0,True,False,0.008276625001599314,1,13,0.0036539679731403428,Optimization terminated successfully
48.0,22.53881737379601,22.705442557978856,19.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0005666509754942583,0.0339990585296555,4.912339658280725,0.0,0.0,0.0,True,False,0.008163833001162857,1,13,0.003809731020286541,Optimization terminated successfully
48.5,22.47340795930024,22.674918908331605,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0005957697994339486,0.035746187966036916,4.948085846246762,0.0,0.0,0.0,True,False,0.00824408300104551,1,13,0.003960652867946179,Optimization terminated successfully
49.0,22.414027668422328,22.644279390149425,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0006240189586237293,0.037441137517423756,4.985526983764186,0.0,0.0,0.0,True,False,0.008114875003229827,1,13,0.004100852023736831,Optimization terminated successfully
49.5,22.359990324644624,22.616254162937512,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0006507655822166087,0.03904593493299652,5.024572918697182,0.0,0.0,0.0,True,False,0.00821212500159163,1,13,0.004229542452474211,Optimization terminated successfully
50.0,22.310808341156925,22.590740084700347,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0006751597810859666,0.040509586865157994,5.065082505562341,0.0,0.0,0.0,True,False,0.008173834001354408,1,13,0.004351337005259328,Optimization terminated successfully
50.5,22.2660442510264,22.567517688781034,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0006973640435400832,0.04184184261240499,5.106924348174746,0.0,0.0,0.0,True,False,0.008119000001897803,1,13,0.0044701080270272715,Optimization terminated successfully
51.0,22.225302273109836,22.546381679714514,18.0,0.0,50.0,14.5,23.0,15.0,28.0,-0.0007175745056695454,0.04305447034017273,5.149978818514919,0.0,0.0,0.0,True,False,0.008102874999167398,1,13,0.0045871593026856694,Optimization terminated successfully
