dataset_file,number_of_rows,prediction_mode,transition_model,envelope_weight,zone_weight,loss_function,true_model_check_passed,true_model_rmse_tolerance,success,status,message,function_evaluations,jacobian_evaluations,objective_calls_recorded,initial_weighted_mse,initial_weighted_rmse,final_weighted_mse,final_weighted_rmse,least_squares_cost,optimality,active_mask,elapsed_seconds,ftol,xtol,gtol,max_nfev
results/identification/identification_data.csv,336,one_step,exact_300_second_zoh_with_internal_pi_loops,1.0,1.0,linear,True,0.0001,True,1,`gtol` termination condition is satisfied.,6,6,36,0.0007018877755782179,0.02649316469541187,1.0827215357445954e-21,3.290473424515985e-11,3.6379443601018405e-19,6.422806546188475e-13,"[0, 0, 0, 0, 0]",0.9078102500061505,1e-10,1e-10,1e-10,500
