lb,ub,Qsg,Tout,Tair_true,u_true
22.0,24.0,537.9106984,27.799999999999997,25.041044587798474,-2767.9941
22.0,24.0,391.7005937,27.900000000000006,19.659711958221763,-63.455482
22.0,24.0,401.1526563,27.900000000000006,22.91878857661947,-1789.3501
22.0,24.0,191.5199382,27.900000000000006,20.78071136707678,-803.41034
22.0,24.0,214.3860812,27.599999999999994,21.875949890233915,-1308.4618
22.0,24.0,84.17723463,27.400000000000006,21.22006414218859,-1006.0108
22.0,24.0,110.7011679,27.099999999999994,21.49381019230895,-1132.2443
22.0,24.0,53.955,26.700000000000003,21.279358542288414,-1033.3534
22.0,24.0,51.46337775,26.700000000000003,21.122465500798096,-961.0047
22.0,24.0,17.49,25.5,21.132675434466204,-965.7128
22.0,24.0,41.70636963,24.700000000000003,21.043841365565576,-924.7485
22.0,24.0,14.47214165,23.799999999999997,21.020205099235888,-913.849
15.0,28.0,0.0,23.299999999999997,20.952906365821484,-882.81525
15.0,28.0,0.0,22.799999999999997,20.911268657894457,-863.6147
15.0,28.0,0.0,22.299999999999997,20.86117952152707,-840.5169
15.0,28.0,0.0,21.89999999999999,20.819863222900793,-821.4646
15.0,28.0,0.0,21.6,20.7779206683704,-802.1234
15.0,28.0,0.0,21.299999999999997,20.740835125023523,-785.02203
15.0,28.0,0.0,21.200000000000003,20.705347406730617,-768.6575
15.0,28.0,0.0,21.0,20.67383022222245,-754.12384
15.0,28.0,0.0,21.0,20.644424735314203,-740.5639
15.0,28.0,0.0,20.9,20.61847996642309,-728.5999
15.0,28.0,0.0,20.9,20.594724608145217,-717.6455
15.0,28.0,0.0,20.9,20.573682670065363,-707.9424
15.0,28.0,0.0,21.0,20.554887304272846,-699.2752
15.0,28.0,0.0,21.0,20.53870966707799,-691.8151
15.0,28.0,0.0,21.0,20.524249890781636,-685.1472
15.0,28.0,0.0,21.0,20.511405810842426,-679.2244
15.0,28.0,0.0,20.9,20.499952851058108,-673.94305
15.0,28.0,0.0,20.799999999999997,20.489240583596107,-669.0033
15.0,28.0,1.952511809,20.9,20.47921062229337,-664.3782
15.0,28.0,11.75818596,20.9,20.471362316121308,-660.759
22.0,24.0,23.182710629999995,21.0,20.466609978644847,-658.5675
22.0,24.0,19.715421,21.200000000000003,20.46420406704708,-657.45807
22.0,24.0,35.22510857,21.4,20.460681168209042,-655.83356
22.0,24.0,22.77,21.6,20.464347410226313,942.7536
22.0,24.0,34.55617749,22.1,23.092752628569826,-1869.5708
22.0,24.0,109.5806724,22.5,19.343438925117056,1462.4724
22.0,24.0,164.3692556,22.9,23.867712251198142,-2226.931
22.0,24.0,211.9923447,23.4,19.091665296695243,1493.497
22.0,24.0,170.1194591,23.9,24.058756224733173,-2315.0276
22.0,24.0,133.0635735,24.299999999999997,19.145197809451062,1475.8259
22.0,24.0,77.21293774,24.799999999999997,24.166294080878526,-2364.617
22.0,24.0,84.14221625,25.200000000000003,19.185371821441944,1317.8428
22.0,24.0,113.6016157,25.700000000000003,24.019858610260655,-2297.0906
22.0,24.0,115.5256482,26.099999999999994,19.354136188551134,973.2699
22.0,24.0,137.0232896,26.400000000000006,23.613237207611135,-2109.5837
22.0,24.0,249.85767,26.599999999999994,19.65083865069155,1220.1897
22.0,24.0,194.6273186,26.700000000000003,24.13878241932573,-2351.9304
22.0,24.0,93.48211703,26.900000000000006,19.49310351589742,-209.65079
22.0,24.0,159.8615735,26.700000000000003,22.012550085912363,-1371.4528
22.0,24.0,58.02068709,26.5,20.62010886073016,-729.3511
22.0,24.0,64.82152772,26.0,21.34565092601117,-1063.923
22.0,24.0,64.13918055,25.599999999999994,20.91615799873261,-865.8694
22.0,24.0,42.15024061,25.099999999999994,21.12115955866826,-960.40247
22.0,24.0,65.27041803,24.5,20.97104829788166,-891.1811
22.0,24.0,98.57279462,24.5,20.825930917087643,-824.2626
22.0,24.0,38.33259121,23.299999999999997,20.875978529431308,-847.34125
22.0,24.0,23.30964024,22.799999999999997,20.796977339074505,-810.91113
22.0,24.0,9.971883673,22.299999999999997,20.788606790934722,-807.05115
15.0,28.0,0.0,21.89999999999999,20.74047454823056,-784.8558
15.0,28.0,0.0,21.5,20.714728458205403,-772.98334
15.0,28.0,0.0,21.200000000000003,20.679925603087025,-756.9346
15.0,28.0,0.0,20.9,20.65289398283559,-744.4694
15.0,28.0,0.0,20.700000000000003,20.624325274227026,-731.2954
15.0,28.0,0.0,20.4,20.5995622299649,-719.8763
15.0,28.0,0.0,20.099999999999994,20.575069078922148,-708.58167
15.0,28.0,0.0,19.900000000000006,20.55228010068334,-698.07294
15.0,28.0,0.0,19.700000000000003,20.530727779760532,-688.1344
15.0,28.0,0.0,19.6,20.51068185766092,-678.89056
15.0,28.0,0.0,19.39999999999999,20.492278378281792,-670.4041
15.0,28.0,0.0,19.299999999999997,20.47489833106031,-662.3896
15.0,28.0,0.0,19.200000000000003,20.458944331025403,-655.0327
15.0,28.0,0.0,19.1,20.44422767304722,-648.24634
15.0,28.0,0.0,19.1,20.43063071702516,-641.97626
15.0,28.0,0.0,19.0,20.418544983187722,-636.40314
15.0,28.0,0.0,19.0,20.40724843641869,-631.1939
15.0,28.0,0.0,18.9,20.39723406078496,-626.5759
15.0,28.0,3.232432924,19.1,20.387769207232626,-622.2114
15.0,28.0,44.62542255,19.299999999999997,20.381331914610378,-619.243
22.0,24.0,54.03224135999999,19.799999999999997,20.387261743073367,-621.9774
22.0,24.0,66.37999153,20.299999999999997,20.389234437251492,-622.8871
22.0,24.0,80.02211041,21.1,20.399494688258322,-627.6184
22.0,24.0,207.0090522,21.799999999999997,20.41238356146615,1336.6663
22.0,24.0,141.9060797,22.599999999999994,23.65604858579975,-2129.3254
22.0,24.0,306.4873251,23.4,19.056402014036703,1497.8896
22.0,24.0,318.07417950000007,24.0,23.951779286156047,-2265.697
22.0,24.0,327.6388543,24.599999999999994,19.142075419832352,1487.8033
22.0,24.0,446.7503305,25.0,24.175008780547962,-2368.6355
22.0,24.0,503.1676656,25.400000000000006,19.264683152517982,1473.4392
22.0,24.0,298.7078382,25.5,24.437164115501687,-2489.5242
22.0,24.0,352.5795399,25.599999999999994,19.31263605356889,1465.4529
22.0,24.0,581.1323034,25.5,24.573457829338405,-2552.374
22.0,24.0,451.9809642,25.299999999999997,19.452248617199988,1448.9404
22.0,24.0,490.5673165,25.099999999999994,24.768546631571894,-2642.336
22.0,24.0,351.9272132,24.900000000000006,19.491555181763495,1285.2229
22.0,24.0,108.5521887,24.599999999999994,24.63103220252398,-2578.9233
22.0,24.0,344.8549353,24.400000000000006,19.548098441386532,998.7534
22.0,24.0,385.5363598,24.099999999999994,24.205167491662216,-2382.543
22.0,24.0,259.7965421,23.9,19.837670145335288,-368.5421
22.0,24.0,263.4941054,23.6,22.17393519487203,-1445.8729
22.0,24.0,72.745261,23.4,20.838059037838235,-829.8553
22.0,24.0,37.3601828,23.10000000000001,21.47237471358409,-1122.3597
22.0,24.0,109.45310829999998,22.799999999999997,21.03453904073109,-920.45886
22.0,24.0,78.39686318,22.799999999999997,21.018053434030392,-912.85675
22.0,24.0,11.88,21.799999999999997,20.950959571825415,-881.91754
22.0,24.0,35.15049651999999,21.200000000000003,20.898424082884432,-857.69165
22.0,24.0,18.1650016,20.5,20.85264267241211,-836.58026
15.0,28.0,0.0,20.200000000000003,20.800009255505543,-812.30927
15.0,28.0,0.0,19.799999999999997,20.75240889513779,-790.35913
15.0,28.0,0.0,19.5,20.70872818014737,-770.21643
15.0,28.0,0.0,19.200000000000003,20.667974117368242,-751.4234
15.0,28.0,0.0,18.799999999999997,20.630386221060654,-734.09033
15.0,28.0,0.0,18.5,20.594785287585754,-717.6735
15.0,28.0,0.0,18.200000000000003,20.561684376717213,-702.4096
15.0,28.0,0.0,17.9,20.530658275620837,-688.10236
15.0,28.0,0.0,17.700000000000003,20.50156286170632,-674.6855
15.0,28.0,0.0,17.400000000000006,20.474664642816553,-662.2818
15.0,28.0,0.0,17.200000000000003,20.449186538593853,-650.533
15.0,28.0,0.0,16.89999999999999,20.42554104356165,-639.6293
15.0,28.0,0.0,16.799999999999997,20.40294155196553,-629.2079
15.0,28.0,0.0,16.6,20.382393013171022,-619.73224
15.0,28.0,0.0,16.5,20.363032394636637,-610.80444
15.0,28.0,0.0,16.4,20.345353688009762,-602.65216
15.0,28.0,0.0,16.299999999999997,20.32908027385094,-595.14795
15.0,28.0,0.0,16.299999999999997,20.314108658400606,-588.244
15.0,28.0,1.815,16.6,20.300792641212613,-582.1036
15.0,28.0,51.32245552999999,16.799999999999997,20.291001371061036,-577.5885
22.0,24.0,21.78,17.299999999999997,20.296480436974292,-580.11505
22.0,24.0,76.59422603,17.700000000000003,20.285410046327254,-575.01013
22.0,24.0,46.76875322,18.6,20.304645653383826,-583.8803
22.0,24.0,63.71236198,19.39999999999999,20.299819032469713,1338.3674
22.0,24.0,46.29248203,20.299999999999997,23.43866710222867,-2029.0836
22.0,24.0,50.47588998,21.200000000000003,18.95627141387265,1509.2916
22.0,24.0,143.8158996,21.799999999999997,23.676531796221695,-2138.771
22.0,24.0,260.7952197,22.400000000000006,18.99498926823831,1505.0892
22.0,24.0,408.0815956,22.9,23.888809310692267,-2236.6594
22.0,24.0,552.201691,23.4,19.13707139154607,1488.4252
22.0,24.0,440.2089344,23.9,24.187083493465728,-2374.2036
22.0,24.0,195.4759976,24.299999999999997,19.24376571361856,1457.0297
22.0,24.0,170.249954,24.599999999999994,24.3033995964368,-2427.841
22.0,24.0,294.9073364,24.900000000000006,19.266785100442387,1466.3892
22.0,24.0,301.5252261,25.0,24.447898879875883,-2494.4744
22.0,24.0,318.39124689999994,25.200000000000003,19.335154913761887,1441.8142
22.0,24.0,375.6869406,25.099999999999994,24.553269311679607,-2543.0645
22.0,24.0,348.7109186,25.099999999999994,19.415827065209832,1387.3481
22.0,24.0,324.5915924,25.0,24.60947353159448,-2568.982
22.0,24.0,137.9709001,24.799999999999997,19.479835249409707,-203.53235
22.0,24.0,58.08683443,24.5,22.22727083042177,-1470.4678
22.0,24.0,98.72737841,24.200000000000003,20.639069281301012,-738.0944
22.0,24.0,102.4228561,23.700000000000003,21.457295624092307,-1115.4062
22.0,24.0,75.03984949,23.200000000000003,20.953428434516887,-883.05597
22.0,24.0,79.35394587,23.200000000000003,20.97306497326563,-892.1111
22.0,24.0,32.23266518,21.89999999999999,20.901463845594954,-859.0934
22.0,24.0,17.19590385,21.1,20.866621554973207,-843.0264
22.0,24.0,6.547238012,20.299999999999997,20.811075208414106,-817.4121
15.0,28.0,0.0,19.900000000000006,20.766915759923176,-797.0487
15.0,28.0,0.0,19.6,20.719447782332292,-775.1596
15.0,28.0,0.0,19.299999999999997,20.679501604350264,-756.7391
15.0,28.0,0.0,19.0,20.640334719472804,-738.6779
15.0,28.0,0.0,18.799999999999997,20.605115759762707,-722.43726
15.0,28.0,0.0,18.5,20.5721469204476,-707.23425
15.0,28.0,0.0,18.299999999999997,20.541603595752683,-693.14966
15.0,28.0,0.0,18.10000000000001,20.51326141665931,-680.0801
15.0,28.0,0.0,17.9,20.487106965610426,-668.0194
15.0,28.0,0.0,17.700000000000003,20.46277498592301,-656.7991
15.0,28.0,0.0,17.599999999999994,20.440134865832142,-646.359
15.0,28.0,0.0,17.400000000000006,20.419487076138534,-636.8376
15.0,28.0,0.0,17.200000000000003,20.40007285820265,-627.8851
15.0,28.0,0.0,17.1,20.381803082903748,-619.4602
15.0,28.0,0.0,16.89999999999999,20.365051388434807,-611.7355
15.0,28.0,0.0,16.799999999999997,20.349103240241977,-604.3812
15.0,28.0,0.0,16.799999999999997,20.334445569953814,-597.6221
15.0,28.0,0.0,16.799999999999997,20.32139565772706,-591.6043
15.0,28.0,1.6499999999999997,17.599999999999994,20.309775816730493,-586.246
15.0,28.0,51.98644777,18.5,20.304078668030964,-583.6189
22.0,24.0,22.935000000000002,19.39999999999999,20.3169445301371,-589.55176
22.0,24.0,117.2378968,20.200000000000003,20.31432946846969,-588.3458
22.0,24.0,62.33367967,21.6,20.354014403890357,-606.64594
22.0,24.0,174.8421418,22.9,20.354511811624505,1343.4369
22.0,24.0,125.4892226,23.799999999999997,23.5830535845464,-2095.665
22.0,24.0,300.21036939999993,24.700000000000003,19.035310275534638,1500.3667
22.0,24.0,284.1144362,25.400000000000006,23.90696383608835,-2245.031
22.0,24.0,464.36874230000006,26.0,19.127421652171996,1489.557
22.0,24.0,473.8525762,26.5,24.191146915316644,-2376.0774
22.0,24.0,595.2130753,27.0,19.279643729745004,1471.6895
22.0,24.0,609.3365548,27.400000000000006,24.49380255108764,-2515.6423
22.0,24.0,649.3002932,27.799999999999997,19.426430647227672,1454.4537
22.0,24.0,648.3145781999999,28.099999999999994,24.78151502756753,-2648.3162
22.0,24.0,608.4868563,28.400000000000006,19.544563077791206,1440.2677
22.0,24.0,614.4374283,28.599999999999994,25.01507280022542,-2756.0176
22.0,24.0,545.750679,28.700000000000003,19.627615644944303,1414.7893
22.0,24.0,534.6670381,28.700000000000003,25.164869886143038,-2825.094
22.0,24.0,408.7719901,28.700000000000003,19.68608730350413,-135.55719
22.0,24.0,405.6059174999999,28.5,22.90858667583934,-1784.6456
22.0,24.0,211.6621936,28.299999999999997,20.872331018582024,-845.65924
22.0,24.0,236.7551037,27.799999999999997,21.91102535547758,-1324.6362
22.0,24.0,120.5060995,27.200000000000003,21.28381067281253,-1035.4064
22.0,24.0,158.1643213,26.5,21.54074517407273,-1153.8876
22.0,24.0,74.22217567,25.700000000000003,21.333694311339404,-1058.4094
22.0,24.0,93.98161718,25.700000000000003,21.159792321591397,-978.21735
22.0,24.0,20.295,23.0,21.174678897102453,-985.0821
22.0,24.0,12.87,21.700000000000003,21.058896886638664,-931.6911
22.0,24.0,28.21681742,20.4,21.015774180783712,-911.8057
15.0,28.0,0.0,19.799999999999997,20.93902821795404,-876.4156
15.0,28.0,0.0,19.1,20.876631855431413,-847.6425
15.0,28.0,0.0,18.6,20.814416562026807,-818.9529
15.0,28.0,0.0,18.10000000000001,20.758306527661126,-793.0787
15.0,28.0,0.0,17.700000000000003,20.704865436044614,-768.43524
15.0,28.0,0.0,17.299999999999997,20.655846485270672,-745.8309
15.0,28.0,0.0,17.1,20.609891052686308,-724.6393
15.0,28.0,0.0,16.89999999999999,20.568191931823645,-705.4104
15.0,28.0,0.0,16.700000000000003,20.529943740779114,-687.7729
15.0,28.0,0.0,16.6,20.49495439095998,-671.6381
15.0,28.0,0.0,16.5,20.463288521233704,-657.03595
15.0,28.0,0.0,16.4,20.434600564970687,-643.8069
15.0,28.0,0.0,16.5,20.408553948382362,-631.79596
15.0,28.0,0.0,16.5,20.385912786649392,-621.35535
15.0,28.0,0.0,16.6,20.36570202304496,-612.03546
15.0,28.0,0.0,16.700000000000003,20.348259461752072,-603.9921
15.0,28.0,0.0,16.89999999999999,20.333200123431283,-597.0477
15.0,28.0,0.0,17.1,20.32083191333503,-591.34436
15.0,28.0,1.6499999999999997,17.799999999999997,20.31079751091074,-586.71716
15.0,28.0,47.9204044,18.4,20.305951343713495,-584.4824
22.0,24.0,21.12,19.200000000000003,20.316939153821796,-589.54926
22.0,24.0,121.1750053,19.900000000000006,20.31370137864127,-588.0562
22.0,24.0,93.97161773,20.799999999999997,20.35292324826206,-606.14276
22.0,24.0,210.5052203,21.700000000000003,20.357358903231244,1344.3203
22.0,24.0,193.0097647,22.5,23.58636715576909,-2097.193
22.0,24.0,317.4505488,23.4,19.0415529266628,1499.6349
22.0,24.0,313.0485176000001,24.099999999999994,23.904395877501706,-2243.847
22.0,24.0,437.4032824,24.799999999999997,19.12366258571914,1489.9976
22.0,24.0,454.4260285,25.299999999999997,24.16783488646434,-2365.3276
22.0,24.0,550.7665366,25.799999999999997,19.258568935148478,1474.162
22.0,24.0,561.2404388000001,26.099999999999994,24.443866384524792,-2492.615
22.0,24.0,601.9735836,26.5,19.388123959399433,1458.9456
22.0,24.0,595.137809,26.700000000000003,24.703900323010743,-2612.5254
22.0,24.0,616.8672082,27.0,19.494002983762925,1446.4141
22.0,24.0,612.4714124,27.099999999999994,24.928557228943706,-2716.1226
22.0,24.0,548.9316341,27.200000000000003,19.582977756574472,1429.6058
22.0,24.0,538.8943289,27.200000000000003,25.08791668860264,-2789.6084
22.0,24.0,412.9517771000001,27.099999999999994,19.634766282079884,536.7682
22.0,24.0,407.79907260000004,27.0,23.82877961078109,-2208.9775
22.0,24.0,203.5751525,26.799999999999997,20.317035661220764,-589.59375
22.0,24.0,224.5513426,26.5,22.1584638247473,-1438.7385
22.0,24.0,92.12296481,26.200000000000003,21.082769473800916,-942.6995
22.0,24.0,135.7639429,25.700000000000003,21.57787499697599,-1171.0094
22.0,24.0,48.51,25.200000000000003,21.236824005260516,-1013.73926
22.0,24.0,77.56918065,25.200000000000003,21.134683258836116,-966.63873
22.0,24.0,20.955,23.299999999999997,21.111925045780232,-956.1441
22.0,24.0,22.97215355,22.200000000000003,21.026771225271634,-916.87683
22.0,24.0,24.38630373,21.1,20.98022794406703,-895.4142
15.0,28.0,0.0,20.700000000000003,20.914426570832234,-865.0709
15.0,28.0,0.0,20.4,20.857566973168396,-838.8511
15.0,28.0,0.0,20.099999999999994,20.804952140830846,-814.58856
15.0,28.0,0.0,19.799999999999997,20.75687354146144,-792.41785
15.0,28.0,0.0,19.700000000000003,20.712417692121896,-771.9178
15.0,28.0,0.0,19.6,20.6724646048577,-753.4941
15.0,28.0,0.0,19.5,20.636320148656083,-736.82666
15.0,28.0,0.0,19.39999999999999,20.60367704206215,-721.7738
15.0,28.0,0.0,19.299999999999997,20.57409087820313,-708.1306
15.0,28.0,0.0,19.200000000000003,20.547259803073167,-695.7579
15.0,28.0,0.0,19.1,20.522863542173013,-684.50793
15.0,28.0,0.0,18.9,20.500645152384934,-674.26227
15.0,28.0,0.0,18.9,20.479836247480012,-664.6666
15.0,28.0,0.0,18.799999999999997,20.461371061276928,-656.15173
15.0,28.0,0.0,18.799999999999997,20.444371496791987,-648.3126
15.0,28.0,0.0,18.700000000000003,20.42929194040988,-641.3589
15.0,28.0,0.0,18.799999999999997,20.41531022188311,-634.9115
15.0,28.0,0.0,18.799999999999997,20.403439821043985,-629.4377
15.0,28.0,1.858298905,19.1,20.392803387290723,-624.53284
15.0,28.0,21.31762005,19.39999999999999,20.385454921428714,-621.1442
22.0,24.0,40.27136313,19.700000000000003,20.385316737627708,-621.08044
22.0,24.0,35.24573778,20.099999999999994,20.387994285576944,-622.3152
22.0,24.0,18.74274908,20.5,20.38910696286476,-622.8283
22.0,24.0,28.69913555,20.799999999999997,20.389664936980353,1221.9204
22.0,24.0,47.22375537,21.5,23.400733668831137,-2011.5912
22.0,24.0,41.58,22.200000000000003,19.09582425361063,1491.4528
22.0,24.0,44.54726651,22.799999999999997,23.781967232034432,-2187.3909
22.0,24.0,55.44,23.5,19.02050526220345,1497.9177
22.0,24.0,65.32269249,23.700000000000003,23.914037750867042,-2248.2932
22.0,24.0,145.7291669,24.0,19.077687306628228,1492.8541
22.0,24.0,297.8913481,24.099999999999994,24.059028938236004,-2315.1533
22.0,24.0,401.6582185,24.299999999999997,19.189489699033196,1482.2262
22.0,24.0,292.335677,24.299999999999997,24.288787828967642,-2421.103
22.0,24.0,257.8749326,24.299999999999997,19.254097129929182,1461.6848
22.0,24.0,216.6320199,24.299999999999997,24.398565792933198,-2471.7253
22.0,24.0,358.7670858,24.299999999999997,19.29944394773649,1464.2902
22.0,24.0,520.6810686,24.299999999999997,24.53610466389477,-2535.1492
22.0,24.0,411.8236767,24.299999999999997,19.415760800390096,1442.9493
22.0,24.0,410.6421896,24.299999999999997,24.687621867068884,-2605.0188
22.0,24.0,208.10024700000002,24.200000000000003,19.449200808975764,-189.40576
22.0,24.0,270.3794917,24.099999999999994,22.264102497536605,-1487.4521
22.0,24.0,85.61703422,24.0,20.68710367854096,-760.2446
22.0,24.0,120.2385586,23.799999999999997,21.47263081158152,-1122.4778
22.0,24.0,54.12,23.6,20.987927292310506,-898.9646
22.0,24.0,53.11269823,23.6,20.987777851715627,-898.8957
22.0,24.0,22.44,23.0,20.920550342010017,-867.8948
22.0,24.0,12.21,22.9,20.886049301372072,-851.9852
22.0,24.0,22.70571915,22.799999999999997,20.838473044438807,-830.04614
15.0,28.0,0.0,22.799999999999997,20.80814486743894,-816.06085
15.0,28.0,0.0,22.799999999999997,20.76735367154216,-797.2507
15.0,28.0,0.0,22.700000000000003,20.74004753603643,-784.6588
15.0,28.0,0.0,22.5,20.71025458110553,-770.9203
15.0,28.0,0.0,22.299999999999997,20.685441678605088,-759.4783
15.0,28.0,0.0,22.1,20.660856271504315,-748.1411
15.0,28.0,0.0,21.89999999999999,20.63878662172211,-737.964
15.0,28.0,0.0,21.700000000000003,20.617685031946447,-728.23334
15.0,28.0,0.0,21.4,20.59814457254634,-719.2226
15.0,28.0,0.0,21.1,20.579085480931614,-710.4338
15.0,28.0,0.0,20.60000000000001,20.56070391017969,-701.95746
15.0,28.0,0.0,20.200000000000003,20.54174010052986,-693.2126
15.0,28.0,0.0,20.0,20.522932542914337,-684.5398
15.0,28.0,0.0,19.799999999999997,20.505192246609827,-676.35913
15.0,28.0,0.0,20.0,20.48839354192251,-668.6127
15.0,28.0,0.0,20.099999999999994,20.474534814912847,-662.222
15.0,28.0,0.0,20.200000000000003,20.462617091617023,-656.7263
15.0,28.0,0.0,20.299999999999997,20.452549003799707,-652.08356
15.0,28.0,1.6499999999999997,20.60000000000001,20.444061008455954,-648.1695
15.0,28.0,32.30455788,21.0,20.43851971721999,-645.61414
22.0,24.0,47.66469985,21.4,20.443672144377626,-647.9901
22.0,24.0,59.78632334,21.89999999999999,20.44811419451549,-650.0385
22.0,24.0,36.14730422,22.5,20.45814609331538,-654.66455
22.0,24.0,74.05074072,23.0,20.460855980524446,1218.5364
22.0,24.0,90.0625805,23.700000000000003,23.53151240703741,-2071.8977
22.0,24.0,94.10336189,24.400000000000006,19.163442737556455,1483.5918
22.0,24.0,314.558853,24.900000000000006,23.933315776581424,-2257.1829
22.0,24.0,407.2703357,25.5,19.162874459261406,1485.3907
22.0,24.0,440.28293329999997,26.0,24.213116276133047,-2386.2083
22.0,24.0,561.2898409,26.400000000000006,19.279329582321893,1471.7247
22.0,24.0,582.3684813,26.799999999999997,24.49265214417288,-2515.1118
22.0,24.0,556.7080821,27.099999999999994,19.416081564526678,1455.6198
22.0,24.0,625.6002546,27.299999999999997,24.742947262182994,-2630.5312
22.0,24.0,651.1913945,27.5,19.524618069832606,1442.8552
22.0,24.0,334.3149032,27.599999999999994,24.985824553484367,-2742.5303
22.0,24.0,239.410522,27.700000000000003,19.528964638688446,-226.18758
22.0,24.0,485.5288949,27.700000000000003,22.47732731020443,-1585.7772
22.0,24.0,416.2061532999999,27.700000000000003,20.883738791659034,-850.91974
22.0,24.0,403.8028615,27.5,21.749958120371826,-1250.3628
22.0,24.0,233.8707559,27.299999999999997,21.264618017626297,-1026.556
22.0,24.0,267.3859343,27.0,21.47583784771756,-1123.9567
22.0,24.0,128.5380803,26.799999999999997,21.328024220549633,-1055.7948
22.0,24.0,103.4836592,26.400000000000006,21.338916866208415,-1060.8177
22.0,24.0,55.44,26.0,21.269510245345746,-1028.812
22.0,24.0,41.91,26.0,21.038717595976678,-922.38574
22.0,24.0,27.39,24.599999999999994,21.09118471912356,-946.5801
22.0,24.0,14.355,23.700000000000003,20.985569130770145,-897.8772
22.0,24.0,27.67968997,22.700000000000003,20.964386691183176,-888.1092
15.0,28.0,0.0,22.5,20.902461332454337,-859.55334
15.0,28.0,0.0,22.200000000000003,20.85897802832272,-839.5017
15.0,28.0,0.0,22.1,20.81352505044285,-818.5418
15.0,28.0,0.0,22.0,20.775482317704295,-800.9991
15.0,28.0,0.0,21.89999999999999,20.739500057588423,-784.4064
15.0,28.0,0.0,21.799999999999997,20.707847665804408,-769.81036
15.0,28.0,0.0,21.700000000000003,20.678678153814808,-756.3593
15.0,28.0,0.0,21.5,20.652473979658687,-744.2757
15.0,28.0,0.0,21.4,20.627970903471596,-732.97656
15.0,28.0,0.0,21.299999999999997,20.60577221733257,-722.7399
15.0,28.0,0.0,21.1,20.585442104786843,-713.3651
15.0,28.0,0.0,20.799999999999997,20.566351838446643,-704.5619
15.0,28.0,0.0,20.60000000000001,20.547823972519037,-696.018
15.0,28.0,0.0,20.5,20.5303678637732,-687.9685
15.0,28.0,0.0,20.299999999999997,20.51432681519501,-680.5714
15.0,28.0,0.0,20.099999999999994,20.499019312102483,-673.5126
15.0,28.0,0.0,20.099999999999994,20.48440342728541,-666.7727
15.0,28.0,0.0,20.0,20.471430547959617,-660.7904
15.0,28.0,1.98,20.60000000000001,20.459333292661196,-655.21204
15.0,28.0,56.24995187,21.1,20.452302752366826,-651.97003
22.0,24.0,22.935000000000002,21.799999999999997,20.46294601024133,-656.8779
22.0,24.0,112.2965792,22.5,20.455446422985858,-653.4197
22.0,24.0,58.17518617,23.799999999999997,20.4902608039313,-669.4737
22.0,24.0,168.4968347,25.200000000000003,20.486461017937604,1312.396
22.0,24.0,120.2765163,25.900000000000006,23.756109791783985,-2175.467
22.0,24.0,295.9864682,26.599999999999994,19.136350587279466,1488.488
22.0,24.0,280.6505481,27.200000000000003,24.093287120629093,-2330.9512
22.0,24.0,463.0579827,27.799999999999997,19.20932251241531,1479.9396
22.0,24.0,473.2101521,28.200000000000003,24.3668800667946,-2457.114
22.0,24.0,596.1160605,28.700000000000003,19.356806945673966,1462.6287
22.0,24.0,610.8206319,29.0,24.65991857266539,-2592.244
22.0,24.0,669.6901441,29.400000000000006,19.49975969990959,1445.8364
22.0,24.0,620.8769008,29.599999999999994,24.944064176164773,-2723.273
22.0,24.0,600.1187116,29.900000000000006,19.606523434743856,1431.841
22.0,24.0,640.0795752,30.0,25.157442741326367,-2821.6692
22.0,24.0,545.0133093,30.099999999999994,19.69928751683589,1362.0133
22.0,24.0,568.3769276,30.099999999999994,25.238004750493822,-2858.819
22.0,24.0,414.4303834,30.200000000000003,19.791568485270002,-347.28308
22.0,24.0,410.0763064,30.0,22.743067161571396,-1708.319
22.0,24.0,259.1065712,29.900000000000006,21.089285322097602,-945.7042
22.0,24.0,217.2685541,29.599999999999994,21.9288091435201,-1332.8369
22.0,24.0,93.02662141,29.400000000000006,21.401169932760798,-1089.5248
22.0,24.0,134.2186337,29.0,21.599115582157786,-1180.8042
22.0,24.0,46.53,28.599999999999994,21.42478349538968,-1100.4137
22.0,24.0,68.61181237,28.599999999999994,21.234736225053595,-1012.7765
22.0,24.0,23.43,26.599999999999994,21.262023367160594,-1025.3596
22.0,24.0,12.54,25.5,21.153939286563762,-975.5183
22.0,24.0,26.03867164,24.400000000000006,21.119560518557254,-959.6651
15.0,28.0,0.0,24.0,21.050819731085657,-927.96643
15.0,28.0,0.0,23.700000000000003,20.997697142163446,-903.46985
15.0,28.0,0.0,23.4,20.945019967237705,-879.1786
15.0,28.0,0.0,23.10000000000001,20.89874973854394,-857.8418
15.0,28.0,0.0,22.9,20.854879102164865,-837.6116
15.0,28.0,0.0,22.700000000000003,20.8154864896091,-819.4463
15.0,28.0,0.0,22.400000000000006,20.779044387044813,-802.6416
15.0,28.0,0.0,22.200000000000003,20.745275070239074,-787.06946
15.0,28.0,0.0,21.799999999999997,20.714133784484037,-772.7091
15.0,28.0,0.0,21.5,20.684398463068014,-758.9972
15.0,28.0,0.0,21.1,20.656450894464157,-746.1096
15.0,28.0,0.0,20.700000000000003,20.629527207884173,-733.69415
15.0,28.0,0.0,20.4,20.603576615334465,-721.7275
15.0,28.0,0.0,20.099999999999994,20.578982720193032,-710.3864
15.0,28.0,0.0,20.0,20.5555781081053,-699.59375
15.0,28.0,0.0,19.900000000000006,20.53429113465693,-689.77765
