lb,ub,Qsg,Tout,Tair_true,u_true
22.0,24.0,697.2725064,23.6,19.27486775603346,1472.2507
22.0,24.0,681.4563208999999,24.099999999999994,24.456383471253936,-2498.387
22.0,24.0,642.4392002,24.599999999999994,19.401071879580797,1457.4286
22.0,24.0,637.7336903,24.900000000000006,24.709807662161417,-2615.2495
22.0,24.0,585.9585331,25.299999999999997,19.491629007967067,1446.3922
22.0,24.0,564.1478081,25.5,24.904310769731723,-2704.9417
22.0,24.0,427.3706743,25.700000000000003,19.55096986777478,1297.8806
22.0,24.0,404.5248898,25.700000000000003,24.800008569841594,-2656.844
22.0,24.0,253.8081434,25.799999999999997,19.66794566847088,-290.27643
22.0,24.0,241.4189939,25.599999999999994,22.418493560861872,-1558.6471
22.0,24.0,121.5903995,25.400000000000006,20.847781165355862,-834.3385
22.0,24.0,111.0297964,25.099999999999994,21.625774040026364,-1193.0973
22.0,24.0,49.5,24.700000000000003,21.124259047968106,-961.8317
22.0,24.0,84.07869119,24.700000000000003,21.117511421459138,-958.7202
22.0,24.0,16.5,22.5,21.04882414974447,-927.04614
22.0,24.0,19.43577404,21.4,20.989791376648267,-899.82416
22.0,24.0,12.69591984,20.299999999999997,20.929848563281865,-872.1825
15.0,28.0,0.0,19.900000000000006,20.869967628761003,-844.5694
15.0,28.0,0.0,19.6,20.812300154940854,-817.9769
15.0,28.0,0.0,19.39999999999999,20.76157174055332,-794.58435
15.0,28.0,0.0,19.299999999999997,20.71426400946347,-772.76917
15.0,28.0,0.0,19.1,20.672293425185725,-753.41516
15.0,28.0,0.0,19.0,20.63354143552196,-735.5452
15.0,28.0,0.0,18.700000000000003,20.59877208364867,-719.5119
15.0,28.0,0.0,18.4,20.56613671657558,-704.4627
15.0,28.0,0.0,18.200000000000003,20.535676220667725,-690.4163
15.0,28.0,0.0,17.9,20.507525532586726,-677.4351
15.0,28.0,0.0,17.700000000000003,20.480952520196762,-665.1814
15.0,28.0,0.0,17.5,20.45632112544877,-653.823
15.0,28.0,0.0,17.400000000000006,20.4333740624691,-643.2414
15.0,28.0,0.0,17.299999999999997,20.412475175295402,-633.6042
15.0,28.0,0.0,17.200000000000003,20.39334939229583,-624.7846
15.0,28.0,0.0,17.1,20.37583003721492,-616.7058
15.0,28.0,0.0,17.1,20.359725753872,-609.2796
15.0,28.0,0.0,17.200000000000003,20.34541395293636,-602.67993
15.0,28.0,1.32,17.9,20.333180453112593,-597.03864
15.0,28.0,35.15155489,18.6,20.32629212371131,-593.86224
22.0,24.0,52.11890201,19.39999999999999,20.332624221205666,-596.78217
22.0,24.0,103.1705886,20.200000000000003,20.339900630279807,-600.1376
22.0,24.0,118.2119072,21.299999999999997,20.36468022085588,-611.5643
22.0,24.0,215.5118592,22.400000000000006,20.38537958926332,1340.8107
22.0,24.0,206.5466754,24.0,23.620754415831858,-2113.0503
22.0,24.0,311.3110626,25.599999999999994,19.067943710995117,1496.5353
22.0,24.0,325.6391487,26.700000000000003,23.956762263239355,-2267.9949
22.0,24.0,435.52913,27.799999999999997,19.165786122457213,1485.0511
22.0,24.0,454.5937732,28.400000000000006,24.250774405645515,-2403.5737
22.0,24.0,580.4206376,29.0,19.31280364237278,1467.7953
22.0,24.0,619.7803923,29.400000000000006,24.564008430532454,-2548.0166
22.0,24.0,663.7260124,29.799999999999997,19.471265449434505,1449.1876
22.0,24.0,674.8781294,30.0,24.87340824185229,-2690.6912
22.0,24.0,671.7087303,30.200000000000003,19.59942944065396,1433.9718
22.0,24.0,665.6367001,30.200000000000003,25.137603492309278,-2812.5205
22.0,24.0,586.1941688,30.299999999999997,19.694852337342354,1403.3412
22.0,24.0,572.1824811,30.299999999999997,25.297819253260553,-2886.4014
22.0,24.0,454.8860944,30.299999999999997,19.759382912341106,-188.9803
22.0,24.0,414.3494852,30.200000000000003,22.991531954455347,-1822.8944
22.0,24.0,199.232742,30.099999999999994,20.974055646970477,-892.5679
22.0,24.0,261.6700759,30.0,21.99599469180466,-1363.8185
22.0,24.0,114.3458143,29.900000000000006,21.386245220248295,-1082.6425
22.0,24.0,115.26994379999998,29.5,21.63362735711942,-1196.7188
22.0,24.0,50.47379171,29.099999999999994,21.426535770103655,-1101.2218
22.0,24.0,9.822621031,29.099999999999994,21.258386477174174,-1023.68243
22.0,24.0,7.753900341,26.900000000000006,21.25835644095491,-1023.6686
22.0,24.0,4.883980219,26.0,21.16648298781452,-981.3026
22.0,24.0,3.351779879,25.200000000000003,21.124288239738274,-961.8452
15.0,28.0,0.0,24.5,21.05824803388116,-931.39185
15.0,28.0,0.0,23.700000000000003,21.008599489794573,-908.49725
15.0,28.0,0.0,23.0,20.953623165486217,-883.1458
15.0,28.0,0.0,22.299999999999997,20.904919947737437,-860.68713
15.0,28.0,0.0,21.700000000000003,20.85599510705921,-838.12616
15.0,28.0,0.0,21.200000000000003,20.81059042828143,-817.18854
15.0,28.0,0.0,20.799999999999997,20.767050661865497,-797.1109
15.0,28.0,0.0,20.5,20.726644459648142,-778.4782
15.0,28.0,0.0,20.299999999999997,20.688993411523462,-761.1161
15.0,28.0,0.0,20.099999999999994,20.654589524775425,-745.2513
15.0,28.0,0.0,20.099999999999994,20.622891209514407,-730.63416
15.0,28.0,0.0,20.0,20.594752221000043,-717.65826
15.0,28.0,0.0,20.200000000000003,20.569127421728293,-705.8418
15.0,28.0,0.0,20.299999999999997,20.547422998869564,-695.8331
15.0,28.0,0.0,20.4,20.52851269486128,-687.113
15.0,28.0,0.0,20.5,20.512222281502197,-679.60095
15.0,28.0,0.0,20.5,20.498191983039614,-673.1311
15.0,28.0,0.0,20.5,20.48568979682717,-667.36584
15.0,28.0,3.13182539,20.700000000000003,20.474563731305704,-662.2353
15.0,28.0,23.19405008,20.9,20.466565784522157,-658.5472
22.0,24.0,43.76850132,21.299999999999997,20.465277676810324,-657.9532
22.0,24.0,67.27593293,21.700000000000003,20.46792771829578,-659.17523
22.0,24.0,90.76151053,22.1,20.476481468163378,-663.1196
22.0,24.0,185.4519336,22.599999999999994,20.488782674982968,1318.9911
22.0,24.0,209.7886461,23.0,23.74653873761678,-2171.0537
22.0,24.0,319.8764718,23.5,19.126276194897866,1489.6829
22.0,24.0,326.4409276,24.299999999999997,24.057338238016662,-2314.3738
22.0,24.0,409.7067972,25.0,19.18471313575259,1482.8223
22.0,24.0,438.8454556,26.099999999999994,24.28847931054763,-2420.961
22.0,24.0,510.8471628,27.200000000000003,19.30478121957696,1468.7253
22.0,24.0,569.0657483,27.799999999999997,24.542136437740922,-2537.9307
22.0,24.0,624.2506004,28.400000000000006,19.440949028447953,1452.739
22.0,24.0,640.6974275,28.799999999999997,24.817480711717966,-2664.9011
22.0,24.0,640.4121142,29.200000000000003,19.56218477339475,1438.3148
22.0,24.0,632.900604,29.599999999999994,25.063300194659902,-2778.257
22.0,24.0,560.5199481,30.099999999999994,19.655071382905376,1409.3737
22.0,24.0,504.6112022,30.200000000000003,25.221604103259253,-2851.256
22.0,24.0,413.669991,30.299999999999997,19.711713845658412,-228.96696
22.0,24.0,403.9133949,30.200000000000003,22.83638252027827,-1751.3499
22.0,24.0,259.7831577,30.0,20.977090730490104,-893.96747
22.0,24.0,234.2952194,29.799999999999997,21.937892850165404,-1337.0259
22.0,24.0,81.41601874,29.5,21.355283398374624,-1068.3649
22.0,24.0,144.2153311,29.0,21.58469009235883,-1174.1521
22.0,24.0,47.09719171,28.599999999999994,21.401144395406405,-1089.513
22.0,24.0,60.12066382,28.599999999999994,21.219150161821545,-1005.58923
22.0,24.0,21.945,26.799999999999997,21.242766541682478,-1016.4796
22.0,24.0,11.55,25.700000000000003,21.140926065590307,-969.51746
22.0,24.0,17.47553059,24.599999999999994,21.10707228580199,-953.9064
15.0,28.0,0.0,24.0,21.039448365181705,-922.7227
15.0,28.0,0.0,23.299999999999997,20.988752643490557,-899.3452
15.0,28.0,0.0,22.9,20.934310165932008,-874.23987
15.0,28.0,0.0,22.400000000000006,20.887099598773954,-852.46954
15.0,28.0,0.0,22.1,20.840745062171564,-831.0939
15.0,28.0,0.0,21.799999999999997,20.79902062401412,-811.85333
15.0,28.0,0.0,21.6,20.759793314984208,-793.76434
15.0,28.0,0.0,21.299999999999997,20.724207348039172,-777.3544
15.0,28.0,0.0,21.200000000000003,20.690810690110425,-761.9541
15.0,28.0,0.0,21.0,20.660739525013717,-748.0872
15.0,28.0,0.0,20.9,20.632850317147913,-735.22656
15.0,28.0,0.0,20.799999999999997,20.60760540335357,-723.5853
15.0,28.0,0.0,20.700000000000003,20.58457995292337,-712.96747
15.0,28.0,0.0,20.60000000000001,20.56360506873571,-703.2952
15.0,28.0,0.0,20.60000000000001,20.54441487608976,-694.44604
15.0,28.0,0.0,20.60000000000001,20.527360462988767,-686.5816
15.0,28.0,0.0,20.60000000000001,20.512158180458893,-679.57135
15.0,28.0,0.0,20.5,20.498631877142632,-673.3339
15.0,28.0,1.98,20.799999999999997,20.486058995772623,-667.53613
15.0,28.0,41.21666164,21.1,20.477023133896598,-663.36945
22.0,24.0,43.75690507,21.700000000000003,20.480805953401468,-665.11383
22.0,24.0,130.0622843,22.299999999999997,20.4797937231152,-664.647
22.0,24.0,70.81115158,23.299999999999997,20.509580017318253,-678.3825
22.0,24.0,184.1294047,24.400000000000006,20.50419918457552,1312.5558
22.0,24.0,157.3872823,25.299999999999997,23.782356876839536,-2187.5706
22.0,24.0,325.1265862,26.200000000000003,19.14736752453752,1487.204
22.0,24.0,288.2181487,26.700000000000003,24.117752906380254,-2342.2332
22.0,24.0,261.6936692,27.099999999999994,19.21480199923339,1478.5569
22.0,24.0,342.9761081,27.400000000000006,24.321560057852167,-2436.2153
22.0,24.0,310.2105134,27.599999999999994,19.313442846274302,1465.226
