method,start_hour,end_hour,duration_hours,horizon_steps,horizon_hours,total_steps,identification_hours,identification_steps,forecast_temperature_std_degC,forecast_solar_relative_std,forecast_error_correlation,forecast_seed,generic_control_steps,identified_control_steps,parameter_switch_time_hour,identification_elapsed_sec,identification_success,total_return,energy_kwh,violation_hours,temp_exceedance_degC_hr,solver_success_rate,solver_fallback_rate,avg_solver_time_sec,max_solver_time_sec,avg_solver_iterations,avg_solver_function_evaluations,generic_C_env,identified_C_env,true_C_env,identified_C_env_relative_error_percent,generic_C_air,identified_C_air,true_C_air,identified_C_air_relative_error_percent,generic_R_rc,identified_R_rc,true_R_rc,identified_R_rc_relative_error_percent,generic_R_oe,identified_R_oe,true_R_oe,identified_R_oe_relative_error_percent,generic_R_er,identified_R_er,true_R_er,identified_R_er_relative_error_percent
Online Identified MPC,17664.0,19872.5,2208.5,6,3.0,4417,24.0,48,0.8,0.2,0.8,35,48,4369,17688.0,0.11699941600090824,True,-2.7500483995771656,157.3181579387439,46.0,1.7077213413079608,1.0,0.0,0.025651724203786624,0.24116204101301264,3.1987774507584334,45.22594521168214,3621417.0,3199602.7983013764,3199600.0,8.74578502438548e-05,395335.4,351870.06476050126,351870.0,1.8404666855276997e-05,0.007260759,0.007059998911400862,0.00706,1.5419251245271193e-05,0.03000755,0.02706996024292636,0.02707,0.00014686765290054918,0.004009136,0.003689998198957633,0.00369,4.8808736241940044e-05
