metric,mean,std,median,min,max,ci95_low,ci95_high
return,-26.98803795179589,25.36660682340271,-16.40180545258571,-96.62837777486835,-14.20717341793927,-45.13421532440796,-8.841860579183816
energy_kwh,470.246043310968,88.32783992618859,474.54344421536723,309.8328707154834,579.0226163022253,407.0601130287364,533.4319735931996
violation_hours,455.75,257.49727614524824,329.75,238.5,1090.0,271.54754523631004,639.95245476369
temp_exceedance_degC_hr,255.3413852881747,338.0091955787115,104.36090671192241,72.13815349307,1168.7597984929732,13.544172943379976,497.13859763296944
