row_index,T_env_measured,T_env_predicted,T_env_error,T_zone_measured,T_zone_predicted,T_zone_error
0,20.28917694091797,20.299885646337746,0.010708705419776976,21.753997802734375,21.801826290616525,0.04782848788214977
1,20.464126586914062,20.45456685461055,-0.009559732303511481,21.725433349609375,21.718871088338958,-0.00656226127041748
2,20.637451171875,20.626901777133497,-0.010549394741502738,21.80615234375,21.796879960430466,-0.009272383319533617
3,20.82010269165039,20.806584614236733,-0.013518077413657181,21.896026611328125,21.884996378060173,-0.011030233267952383
4,20.982738494873047,20.984397037789392,0.0016585429163455956,22.004432678222656,22.000656020738166,-0.003776657484490187
5,21.12600326538086,21.12797986483732,0.0019765994564622247,22.080944061279297,22.078258018755427,-0.002686042523869503
6,21.252601623535156,21.25373490160466,0.0011332780695028077,22.14740753173828,22.144761326151116,-0.00264620558716544
7,21.36591339111328,21.366175178891375,0.00026178777809349185,22.206571578979492,22.203843928756154,-0.002727650223338429
8,21.475666046142575,21.474427203177466,-0.0012388429651082333,22.32610321044922,22.32145784036459,-0.004645370084627842
9,21.580326080322266,21.57870561463429,-0.0016204656879743595,22.383094787597656,22.379627139097323,-0.003467648500333098
10,21.68790626525879,21.681442074826958,-0.00646419043183144,22.43912124633789,22.43055630444928,-0.008564941888611344
11,21.812875747680664,21.804441904130066,-0.008433843550598397,22.565202713012695,22.472916111795314,-0.0922866012173813
12,21.913047790527344,21.921542688021265,0.008494897493921627,22.38417053222656,22.356325473297602,-0.027845058928956945
13,22.03247833251953,22.02712656483279,-0.005351767686740061,22.544321060180664,22.359564311354344,-0.1847567488263202
14,22.141117095947266,22.160621047886632,0.019503951939366715,22.454912185668945,22.366030789269278,-0.08888139639966752
15,22.306442260742188,22.282078011315676,-0.02436424942651172,22.837600708007812,22.42793013488594,-0.40967057312187194
16,22.482162475585938,22.51506694214522,0.03290446655928392,22.983234405517575,22.80904155511693,-0.1741928504006438
17,22.722965240478516,22.727231592365875,0.004266351887359576,23.31551742553711,22.779728689870893,-0.5357887356662161
18,22.95000267028809,23.011330823933086,0.061328153644996775,23.30635452270508,22.799172344981905,-0.5071821777231769
19,23.197978973388672,23.247020741369106,0.049041767980433804,23.461658477783203,22.672360869550886,-0.7892976082323173
20,23.42199325561523,23.519260082069113,0.09726682645388252,23.45014190673828,22.6594983230454,-0.79064358369288
21,23.64117431640625,23.737130753509717,0.09595643710346735,23.485031127929688,22.520858054584334,-0.9641730733453535
22,23.82451629638672,23.95465118633329,0.13013488994657152,23.40323257446289,22.435060564914664,-0.9681720095482262
23,23.985490798950195,24.12622069054933,0.14072989159913618,23.420394897460938,22.42537791074076,-0.9950169867201772
24,24.127159118652344,24.285559346572786,0.15840022792044195,23.47542953491211,22.49866458045205,-0.9767649544600587
25,24.201656341552734,24.371696184443504,0.17003984289076968,23.325611114501953,22.678647460246445,-0.646963654255508
26,24.157306671142575,24.29754053740933,0.1402338662667546,22.988018035888672,22.96963159102398,-0.01838644486469221
27,24.147619247436523,24.172596889998463,0.02497764256193946,23.248403549194336,23.030134961906832,-0.2182685872875041
28,24.27307510375977,24.2644311622548,-0.0086439415049675,23.830034255981445,22.94263708118783,-0.887397174793616
29,24.327129364013672,24.4154365874021,0.08830722338842989,23.286434173583984,22.55391341170572,-0.7325207618782628
30,24.30864715576172,24.407457281490267,0.09881012572854786,23.05235290527344,22.44429026115911,-0.6080626441143302
31,24.22733688354492,24.332436698147504,0.10509981460258544,22.80760955810547,22.439934323640447,-0.3676752344650218
32,24.138349533081055,24.209129424851866,0.07077989177081179,22.89807510375977,22.616472246791105,-0.2816028569686644
33,24.03046417236328,24.094683757537886,0.06421958517460524,22.80433654785156,22.664434174017323,-0.13990237383423576
34,23.913143157958984,23.956733164339727,0.04359000638074306,22.793882369995117,22.694826390904318,-0.09905597909079944
35,23.768844604492188,23.82694009794701,0.05809549345482168,22.583433151245117,22.66368133811302,0.0802481868679017
36,23.65003967285156,23.669712688605273,0.01967301575371394,22.704498291015625,22.693837460481156,-0.010660830534469312
37,23.51177024841309,23.55006129281346,0.038291044400370566,22.743793487548828,22.757141690955486,0.013348203406657433
38,23.372623443603516,23.39662638224464,0.024002938641125127,22.764144897460938,22.786967260937406,0.022822363476468155
39,23.235427856445312,23.255304825947448,0.019876969502135466,22.793907165527344,22.806548699543157,0.01264153401581325
40,23.138561248779297,23.149585778674957,0.011024529895660606,23.17395782470703,23.172861480161593,-0.001096344545437944
41,23.04837226867676,23.05923100996099,0.010858741284227591,23.15180206298828,23.15881797397531,0.007015910987028917
42,22.949871063232425,22.959051437657802,0.00918037442537667,23.10496711730957,23.111797529801443,0.006830412491872551
43,22.84288787841797,22.85212832410898,0.009240445691009569,23.05274200439453,23.05983500613752,0.007093001742987326
44,22.713394165039062,22.721699076293884,0.00830491125482169,22.7928466796875,22.804123342726477,0.01127666303897712
45,22.575183868408203,22.581838428751464,0.00665456034326084,22.7138614654541,22.72070447079179,0.006843005337689334
46,22.441272735595703,22.445911713051764,0.0046389774560609,22.64540100097656,22.650990150054465,0.005589149077906086
47,22.31164932250977,22.31625840161921,0.004609079109439307,22.579570770263672,22.585026842417477,0.00545607215380528
48,22.201351165771484,22.202943396874314,0.0015922311028297997,22.632173538208008,22.633451500606796,0.0012779623987881905
49,22.10007095336914,22.103505234122732,0.0034342807535914233,22.58598518371582,22.590059778548472,0.004074594832651712
50,22.00622940063477,22.007754942352925,0.0015255417181556652,22.53795051574707,22.541033025748668,0.003082510001597427
51,21.918899536132812,21.92038904689433,0.0014895107615160441,22.493019104003903,22.495925549744932,0.0029064457410292732
52,21.839941024780273,21.84116600753754,0.0012249827572681227,22.475664138793945,22.477753848056395,0.002089709262449446
53,21.767192840576172,21.76858113207093,0.001388291494759386,22.43941116333008,22.44187937527715,0.002468211947068255
54,21.69910049438477,21.700469951644926,0.0013694572601572474,22.40449905395508,22.406863933292474,0.002364879337392267
55,21.635196685791016,21.636541455445954,0.0013447696549384602,22.37170791625977,22.373957106921253,0.0022491906614838797
56,21.583654403686523,21.583400913332323,-0.00025349035420063615,22.407564163208008,22.40744671071057,-0.0001174524974381086
57,21.53956413269043,21.539806022066333,0.00024188937590352566,22.38772964477539,22.388891464928527,0.0011618201531362615
58,21.51167678833008,21.506056315230342,-0.005620473099739343,22.37310791015625,22.368856951478527,-0.004250958677722849
59,21.51618194580078,21.50731739025537,-0.008864555545411434,22.440044403076172,22.34625085855821,-0.09379354451796118
60,21.51612091064453,21.521169343235055,0.005048432590523788,22.20350646972656,22.174845578429757,-0.02866089129680205
61,21.555883407592773,21.54555002805155,-0.010333379541222598,22.32025146484375,22.13321042636399,-0.18704103847975873
62,21.61440658569336,21.62838768501308,0.01398109931972158,22.26384735107422,22.092939225013243,-0.17090812606097572
63,21.72783851623535,21.719777221968737,-0.008061294266614283,22.589584350585938,22.23512294726784,-0.3544614033180977
64,21.890655517578125,21.912476118975313,0.021820601397188,22.846101760864254,22.534158979056784,-0.3119427818074705
65,22.09465217590332,22.12477079944187,0.03011862353854866,23.052183151245117,22.60995779405088,-0.4422253571942356
66,22.3096923828125,22.362147211856403,0.05245482904390286,23.16558074951172,22.684358954358476,-0.4812217951532425
67,22.536033630371097,22.59062885509154,0.05459522472044398,23.278865814208984,22.67809207502767,-0.6007737391813137
68,22.757980346679688,22.828925961845325,0.07094561516563758,23.33132553100586,22.695989953864117,-0.6353355771417419
69,22.98236083984375,23.0555703819982,0.07320954215445141,23.385778427124023,22.62659025802579,-0.7591881690982341
70,23.184062957763672,23.280428563014418,0.096365605250746,23.34315490722656,22.580243422658885,-0.7629114845676739
71,23.380779266357425,23.476794921913143,0.09601565555571767,23.373355865478516,22.493406660770724,-0.8799492047077919
72,23.5697021484375,23.696414101525217,0.12671195308771743,23.493343353271484,22.61700454108054,-0.8763388121909443
73,23.752544403076172,23.887289247876122,0.13474484479995041,23.577789306640625,22.695727396317157,-0.8820619103234684
74,23.91674041748047,24.05314146049176,0.13640104301128986,23.613609313964844,22.73819487043124,-0.8754144435336038
75,24.050357818603516,24.18696776376158,0.1366099451580638,23.58539581298828,22.779180111587532,-0.8062157014007489
76,24.216209411621097,24.300722247539653,0.08451283591855585,23.883281707763672,22.845932837290395,-1.0373488704732772
77,24.27916145324707,24.39348916667663,0.11432771342956016,23.250144958496097,22.45124665157635,-0.798898306919746
78,24.26653289794922,24.375488723344144,0.10895582539492565,23.024761199951172,22.426445684277297,-0.5983155156738746
79,24.18541717529297,24.28783474749093,0.102417572197961,22.72056579589844,22.425159039299572,-0.2954067565988687
80,24.11977195739746,24.172081286860195,0.0523093294627337,22.886335372924805,22.592433173542307,-0.2939021993824973
81,24.04174041748047,24.103712124190203,0.061971706709734065,22.802837371826172,22.667860187696814,-0.1349771841293581
82,23.973194122314453,24.00751781925252,0.03432369693806692,22.84828186035156,22.69030302983706,-0.15797883051449801
83,23.870527267456055,23.93253623752155,0.062008970065495106,22.597366333007812,22.690178660133988,0.09281232712617538
