row_index,T_env_measured,T_env_predicted,T_env_error,T_zone_measured,T_zone_predicted,T_zone_error,T_env_start,T_zone_start,T_out_start,T_out_end,T_cor_start,T_cor_end,Qsg_start,Qsg_end,Qint_start,Qint_end,Q_HVAC_total_est_W,dt_seconds,envelope_abs_error,zone_abs_error,combined_abs_error
78,24.26653289794922,24.375488723344144,0.10895582539492565,23.024761199951172,22.426445684277297,-0.5983155156738746,24.27916145324707,23.250144958496097,28.800003051757812,28.900001525878903,24.0,24.0,478.3471984863281,423.6056213378906,180.0,180.0,-972.3667643359984,1800.0,0.10895582539492565,0.5983155156738746,0.7072713410688003
79,24.18541717529297,24.28783474749093,0.102417572197961,22.72056579589844,22.425159039299572,-0.2954067565988687,24.26653289794922,23.024761199951172,28.900001525878903,28.900001525878903,24.0,24.0,423.6056213378906,216.36866760253903,180.0,180.0,-944.1890449906748,1800.0,0.102417572197961,0.2954067565988687,0.3978243287968297
80,24.11977195739746,24.172081286860195,0.0523093294627337,22.886335372924805,22.592433173542307,-0.2939021993824973,24.18541717529297,22.72056579589844,28.900001525878903,28.800003051757812,24.0,24.0,216.36866760253903,227.3332977294922,180.0,180.0,-816.1880387689868,1800.0,0.0523093294627337,0.2939021993824973,0.346211528845231
81,24.04174041748047,24.103712124190203,0.061971706709734065,22.802837371826172,22.667860187696814,-0.1349771841293581,24.11977195739746,22.886335372924805,28.800003051757812,28.599998474121097,24.0,24.0,227.3332977294922,122.87749481201172,180.0,180.0,-773.5624472855625,1800.0,0.061971706709734065,0.1349771841293581,0.19694889083909217
82,23.973194122314453,24.00751781925252,0.03432369693806692,22.84828186035156,22.69030302983706,-0.15797883051449801,24.04174041748047,22.802837371826172,28.599998474121097,28.300003051757812,24.0,24.0,122.87749481201172,129.81948852539062,180.0,180.0,-732.2402871665225,1800.0,0.03432369693806692,0.15797883051449801,0.19230252745256493
83,23.870527267456055,23.93253623752155,0.062008970065495106,22.597366333007812,22.690178660133988,0.09281232712617538,23.973194122314453,22.84828186035156,28.300003051757812,28.0,24.0,24.0,129.81948852539062,44.38500213623047,180.0,50.0,-630.1350606362614,1800.0,0.062008970065495106,0.09281232712617538,0.15482129719167048
84,23.79289436340332,23.80842060568557,0.015526242282248859,22.754955291748047,22.71657727017154,-0.038378021576505716,23.870527267456055,22.597366333007812,28.0,28.0,24.0,24.0,44.38500213623047,52.599639892578125,50.0,50.0,-525.9184682135767,1800.0,0.015526242282248859,0.038378021576505716,0.053904263858754575
85,23.711483001708984,23.740200712061355,0.02871771035237103,22.783889770507812,22.792005025103542,0.008115254595729482,23.79289436340332,22.754955291748047,28.0,26.900001525878903,24.0,24.0,52.599639892578125,21.1200008392334,50.0,50.0,-481.3251456603375,1800.0,0.02871771035237103,0.008115254595729482,0.03683296494810051
86,23.62699508666992,23.646198893438005,0.019203806768086196,22.815532684326172,22.832257521585824,0.016724837259651792,23.711483001708984,22.783889770507812,26.900001525878903,25.900001525878903,24.0,24.0,21.1200008392334,10.065000534057615,50.0,50.0,-439.3858211421854,1800.0,0.019203806768086196,0.016724837259651792,0.03592864402773799
87,23.542253494262695,23.55770134557405,0.015447851311353844,22.849498748779297,22.857730112423038,0.008231363643741219,23.62699508666992,22.815532684326172,25.900001525878903,24.899993896484375,24.0,24.0,10.065000534057615,11.966496467590332,50.0,50.0,-405.4589976111821,1800.0,0.015447851311353844,0.008231363643741219,0.023679214955095063
88,23.504669189453125,23.511957666851096,0.007288477397970894,23.34283447265625,23.336741145357166,-0.0060933272990837395,23.542253494262695,22.849498748779297,24.899993896484375,24.0,24.0,24.0,11.966496467590332,0.0,50.0,50.0,-165.55348882256112,1800.0,0.007288477397970894,0.0060933272990837395,0.013381804697054633
89,23.477996826171875,23.485568964726067,0.00757213855419181,23.35661506652832,23.360381394285923,0.003766327757602994,23.504669189453125,23.34283447265625,24.0,23.200000762939453,24.0,24.0,0.0,0.0,50.0,50.0,-175.49895618612427,1800.0,0.00757213855419181,0.003766327757602994,0.011338466311794804
90,23.44717788696289,23.451170929021877,0.003993042058986873,23.34333038330078,23.34598199330041,0.0026516099996278797,23.477996826171875,23.35661506652832,23.200000762939453,22.800003051757812,24.0,24.0,0.0,0.0,50.0,50.0,-174.30358025606054,1800.0,0.003993042058986873,0.0026516099996278797,0.006644652058614753
91,23.411460876464844,23.41549489084396,0.004034014379115547,23.326295852661133,23.32911552005593,0.0028196673947959994,23.44717788696289,23.34333038330078,22.800003051757812,22.39999771118164,24.0,24.0,0.0,0.0,50.0,50.0,-172.23468773550968,1800.0,0.004034014379115547,0.0028196673947959994,0.006853681773911546
92,23.348487854003903,23.350184894238886,0.0016970402349834046,23.038970947265625,23.030358789138077,-0.008612158127547787,23.411460876464844,23.326295852661133,22.39999771118164,22.099998474121097,24.0,24.0,0.0,0.0,50.0,50.0,-297.1723871587041,1800.0,0.0016970402349834046,0.008612158127547787,0.010309198362531191
93,23.269729614257812,23.273384617759216,0.0036550035014037974,22.969234466552734,22.97426206573917,0.0050275991864339176,23.348487854003903,23.038970947265625,22.099998474121097,21.799999237060547,24.0,24.0,0.0,0.0,50.0,50.0,-286.9268915231081,1800.0,0.0036550035014037974,0.0050275991864339176,0.008682602687837715
94,23.19366455078125,23.197118269423907,0.0034537186426568667,22.94297981262207,22.952124393968305,0.009144581346234304,23.269729614257812,22.969234466552734,21.799999237060547,21.599998474121097,24.0,24.0,0.0,0.0,50.0,50.0,-272.29233849003083,1800.0,0.0034537186426568667,0.009144581346234304,0.01259829998889117
95,23.12352752685547,23.127276455079063,0.0037489282235938504,22.933029174804688,22.9439066232176,0.010877448412912827,23.19366455078125,22.94297981262207,21.599998474121097,21.39999771118164,24.0,24.0,0.0,0.0,50.0,50.0,-255.1344797055866,1800.0,0.0037489282235938504,0.010877448412912827,0.014626376636506677
96,23.075485229492188,23.075373757922186,-0.00011147157000124253,23.058162689208984,23.056221551512213,-0.001941137696771733,23.12352752685547,22.933029174804688,21.39999771118164,21.300003051757812,24.0,24.0,0.0,0.0,50.0,50.0,-185.78703057350668,1800.0,0.00011147157000124253,0.001941137696771733,0.0020526092667729756
97,23.036575317382812,23.03770182251373,0.0011265051309159446,23.04559898376465,23.046964371890258,0.0013653881256097122,23.075485229492188,23.058162689208984,21.300003051757812,21.199996948242188,24.0,24.0,0.0,0.0,50.0,50.0,-186.50496388618112,1800.0,0.0011265051309159446,0.0013653881256097122,0.002491893256525657
98,23.00345230102539,23.002697083677738,-0.0007552173476526036,23.028444290161133,23.02891006507885,0.0004657749177177095,23.036575317382812,23.04559898376465,21.199996948242188,21.300003051757812,24.0,24.0,0.0,0.0,50.0,50.0,-184.3669186613022,1800.0,0.0007552173476526036,0.0004657749177177095,0.0012209922653703131
99,22.97330665588379,22.97349075877635,0.0001841028925610999,23.012805938720703,23.01365321213001,0.0008472734093061263,23.00345230102539,23.028444290161133,21.300003051757812,21.300003051757812,24.0,24.0,0.0,0.0,50.0,50.0,-182.33438110143732,1800.0,0.0001841028925610999,0.0008472734093061263,0.0010313763018672262
100,22.944427490234375,22.946302381801235,0.0018748915668602706,23.02175521850586,23.02289503352258,0.001139815016721002,22.97330665588379,23.012805938720703,21.300003051757812,21.10000228881836,24.0,24.0,0.0,0.0,50.0,50.0,-169.49605390213387,1800.0,0.0018748915668602706,0.001139815016721002,0.0030147065835812725
101,22.915328979492188,22.917404034668497,0.0020750551763093483,23.00850296020508,23.01020018286511,0.0016972226600273643,22.944427490234375,23.02175521850586,21.10000228881836,20.900001525878903,24.0,24.0,0.0,0.0,50.0,50.0,-168.19576424809344,1800.0,0.0020750551763093483,0.0016972226600273643,0.0037722778363367127
102,22.87919044494629,22.88418281879069,0.004992373844402209,22.99155044555664,22.994836621435468,0.00328617587882718,22.915328979492188,23.00850296020508,20.900001525878903,20.400001525878903,24.0,24.0,0.0,0.0,50.0,50.0,-166.1500593848197,1800.0,0.004992373844402209,0.00328617587882718,0.00827854972322939
103,22.83664321899414,22.84167528685726,0.005032067863119494,22.971269607543945,22.974736133131863,0.0034665255879176016,22.87919044494629,22.99155044555664,20.400001525878903,19.89999771118164,24.0,24.0,0.0,0.0,50.0,50.0,-163.6710011983688,1800.0,0.005032067863119494,0.0034665255879176016,0.008498593451037095
104,22.79292106628418,22.79834550135417,0.005424435069990352,23.01329803466797,23.015687108808258,0.0023890741402894378,22.83664321899414,22.971269607543945,19.89999771118164,19.299999237060547,24.0,24.0,0.0,0.0,50.0,50.0,-131.48977345046572,1800.0,0.005424435069990352,0.0023890741402894378,0.00781350921027979
105,22.742412567138672,22.749374436647738,0.0069618695090660765,22.99262237548828,22.997145700889895,0.004523325401613931,22.79292106628418,23.01329803466797,19.299999237060547,18.60000228881836,24.0,24.0,0.0,0.0,50.0,50.0,-129.9861630243035,1800.0,0.0069618695090660765,0.004523325401613931,0.011485194910680008
106,22.69535446166992,22.696502156682907,0.0011476950129889474,22.971336364746097,22.969782517871106,-0.0015538468749909384,22.742412567138672,22.99262237548828,18.60000228881836,18.5,24.0,24.0,0.0,2.1449999809265137,50.0,50.0,-127.26949550986764,1800.0,0.0011476950129889474,0.0015538468749909384,0.002701541887979886
107,22.665210723876953,22.665269223532245,5.849965529236556e-05,23.024255752563477,22.93364174704812,-0.0906140055153557,22.69535446166992,22.971336364746097,18.5,18.299999237060547,24.0,24.0,2.1449999809265137,59.83794403076172,50.0,50.0,-132.6079326983895,1800.0,5.849965529236556e-05,0.0906140055153557,0.09067250517064807
108,22.62183380126953,22.633208788230736,0.011374986961204314,22.766353607177734,22.74134079641688,-0.02501281076085604,22.665210723876953,23.024255752563477,18.299999237060547,18.89999771118164,24.0,24.0,59.83794403076172,24.25500106811523,50.0,50.0,-218.81587730118383,1800.0,0.011374986961204314,0.02501281076085604,0.036387797722060355
109,22.607460021972656,22.60438662240411,-0.0030733995685459092,22.852783203125,22.67616548391544,-0.1766177192095597,22.62183380126953,22.766353607177734,18.89999771118164,19.400001525878903,24.0,24.0,24.25500106811523,115.40872955322266,50.0,50.0,-223.68128395547856,1800.0,0.0030733995685459092,0.1766177192095597,0.17969111877810562
110,22.58678436279297,22.602704648722536,0.015920285929567513,22.61956024169922,22.516740345560592,-0.10281989613862663,22.607460021972656,22.852783203125,19.400001525878903,20.300003051757812,24.0,24.0,115.40872955322266,60.47298431396485,50.0,50.0,-304.10687694928237,1800.0,0.015920285929567513,0.10281989613862663,0.11874018206819414
