lb,ub,Qsg,Tout,Tair_true,sat_true,zat_true,raw_action_sat,raw_action_zat
15.0,28.0,0.0,15.200001,22.10181,10.00003719329834,23.32414436340332,10.000037,23.324144
15.0,28.0,0.0,15.0,22.068409,10.00003719329834,23.365211486816406,10.000037,23.365211
15.0,28.0,0.0,14.799999,22.042519,10.000033378601074,23.379060745239258,10.000033,23.37906
15.0,28.0,0.0,14.899998,22.015572,10.000032424926758,23.4090633392334,10.000032,23.409063
15.0,28.0,0.0,14.899998,21.994455,10.000029563903809,23.4252986907959,10.00003,23.425299
15.0,28.0,1.485,15.5,21.978277,10.000029563903809,23.435361862182617,10.00003,23.435362
15.0,28.0,41.39498,16.0,21.981318,10.000030517578125,23.414487838745117,10.0000305,23.414488
22.0,24.0,48.45135,16.8,21.985207,10.000031471252441,23.392915725708008,10.000031,23.392916
22.0,24.0,133.79245,17.5,22.02313,10.000038146972656,23.314359664916992,10.000038,23.31436
22.0,24.0,99.41992,18.400002,22.037174,10.00003433227539,23.286792755126953,10.000034,23.286793
22.0,24.0,218.82664,19.3,22.34309,15.499945640563965,23.240726470947266,15.499946,23.240726
22.0,24.0,195.57272,20.299995,22.693668,15.499942779541016,23.034744262695312,15.499943,23.034744
22.0,24.0,301.83176,21.399998,22.806477,15.499958992004395,22.726070404052734,15.499959,22.72607
22.0,24.0,334.032,22.5,22.868156,15.499963760375977,22.553680419921875,15.499964,22.55368
22.0,24.0,437.9453,23.5,22.94057,15.49997329711914,22.224903106689453,15.499973,22.224903
22.0,24.0,509.31342,24.299995,22.955421,15.499979019165039,22.03935432434082,15.499979,22.039354
22.0,24.0,625.05725,25.100006,23.041252,15.499984741210938,21.689525604248047,15.499985,21.689526
22.0,24.0,637.7928,25.800003,23.040306,15.499985694885254,21.5301570892334,15.499986,21.530157
22.0,24.0,598.42834,26.5,23.087414,15.499983787536621,21.262004852294922,15.499984,21.262005
22.0,24.0,603.7679,26.799995,23.084911,15.499984741210938,21.149471282958984,15.499985,21.149471
22.0,24.0,591.0823,27.200005,23.126316,15.499983787536621,20.90854835510254,15.499984,20.908548
22.0,24.0,635.2403,27.300003,23.155054,15.499985694885254,20.808361053466797,15.499986,20.808361
22.0,24.0,566.40094,27.399994,23.194426,15.499981880187988,20.604034423828125,15.499982,20.604034
22.0,24.0,505.16476,27.200005,23.213474,15.499979019165039,20.562715530395508,15.499979,20.562716
22.0,24.0,410.62842,27.099998,23.216465,15.499969482421875,20.419200897216797,15.4999695,20.4192
22.0,24.0,400.67307,26.599998,23.208569,15.499968528747559,20.425052642822266,15.499969,20.425053
22.0,24.0,254.94077,26.099998,23.161507,15.499942779541016,20.350595474243164,15.499943,20.350595
22.0,24.0,221.85252,25.100006,23.104034,15.499937057495117,20.427581787109375,15.499937,20.427582
22.0,24.0,102.98672,24.099998,23.020199,15.499889373779297,20.418315887451172,15.499889,20.418316
22.0,24.0,168.16953,22.7,22.95726,15.49991226196289,20.510910034179688,15.499912,20.51091
22.0,24.0,60.94622,21.300003,22.634184,10.000051498413086,22.365140914916992,10.0000515,22.36514
22.0,24.0,100.74828,21.300003,22.842348,10.000057220458984,22.338260650634766,10.000057,22.33826
22.0,24.0,20.434763,18.3,22.70379,10.000044822692871,22.589752197265625,10.000045,22.589752
22.0,24.0,10.653113,17.200005,22.776196,10.000041961669922,22.68657112121582,10.000042,22.686571
22.0,24.0,4.100338,16.0,22.736368,10.000041007995605,22.78770637512207,10.000041,22.787706
15.0,28.0,0.0,15.400002,22.698338,10.000039100646973,22.88913345336914,10.000039,22.889133
15.0,28.0,0.0,14.799999,22.615114,10.000039100646973,22.96118927001953,10.000039,22.96119
15.0,28.0,0.0,14.5,22.53104,10.00003719329834,23.05294418334961,10.000037,23.052944
15.0,28.0,0.0,14.099998,22.456291,10.00003719329834,23.09671401977539,10.000037,23.096714
15.0,28.0,0.0,13.899998,22.379908,10.000036239624023,23.17392921447754,10.000036,23.17393
15.0,28.0,0.0,13.600002,22.314766,10.000036239624023,23.193580627441406,10.000036,23.19358
15.0,28.0,0.0,13.200001,22.244019,10.000035285949707,23.262027740478516,10.000035,23.262028
15.0,28.0,0.0,12.900002,22.185446,10.000057220458984,23.40565299987793,10.000057,23.405653
15.0,28.0,0.0,12.5,22.144533,10.000056266784668,23.47503662109375,10.000056,23.475037
15.0,28.0,0.0,12.199997,22.09551,10.000048637390137,23.484848022460938,10.000049,23.484848
15.0,28.0,0.0,11.900002,22.038736,10.00004768371582,23.551841735839844,10.000048,23.551842
15.0,28.0,0.0,11.599998,21.994335,10.000041007995605,23.566450119018555,10.000041,23.56645
15.0,28.0,0.0,11.300003,21.943928,10.000041007995605,23.626487731933594,10.000041,23.626488
15.0,28.0,0.0,11.0,21.903435,10.000035285949707,23.64720916748047,10.000035,23.64721
15.0,28.0,0.0,10.700001,21.858658,10.000035285949707,23.70125389099121,10.000035,23.701254
15.0,28.0,0.0,10.5,21.822044,10.000031471252441,23.72659683227539,10.000031,23.726597
15.0,28.0,0.0,10.400002,21.78408,10.000030517578125,23.770244598388672,10.0000305,23.770245
15.0,28.0,0.0,10.200001,21.751745,10.000027656555176,23.800376892089844,10.000028,23.800377
15.0,28.0,2.145,11.199997,21.728127,10.000027656555176,23.81264305114746,10.000028,23.812643
15.0,28.0,64.128876,12.199997,21.734596,10.000030517578125,23.77764129638672,10.0000305,23.777641
22.0,24.0,25.575,13.400002,21.72578,10.00002670288086,23.773746490478516,10.000027,23.773746
22.0,24.0,115.379875,14.599998,21.76653,10.000033378601074,23.69382095336914,10.000033,23.69382
22.0,24.0,58.567352,15.799999,21.776176,10.000027656555176,23.673900604248047,10.000028,23.6739
22.0,24.0,172.72719,17.099998,22.082935,15.499932289123535,23.637178421020508,15.499932,23.637178
22.0,24.0,121.61667,18.0,22.42639,15.499921798706055,23.466890335083008,15.499922,23.46689
22.0,24.0,326.3605,19.0,22.572247,15.499959945678711,23.116649627685547,15.49996,23.11665
22.0,24.0,318.3818,19.8,22.647041,15.499959945678711,22.963401794433594,15.49996,22.963402
22.0,24.0,502.8356,20.7,22.809322,15.499977111816406,22.56377410888672,15.499977,22.563774
22.0,24.0,527.05194,21.399998,22.858631,15.499979019165039,22.37367820739746,15.499979,22.373678
22.0,24.0,638.5913,22.200005,22.95228,15.499984741210938,22.012052536010742,15.499985,22.012053
22.0,24.0,658.9124,22.900002,22.959532,15.49998664855957,21.83695411682129,15.499987,21.836954
22.0,24.0,697.2725,23.600002,23.034058,15.499987602233887,21.5216064453125,15.499988,21.521606
22.0,24.0,681.4563,24.099998,23.03001,15.49998664855957,21.388381958007812,15.499987,21.388382
22.0,24.0,642.4392,24.599998,23.073738,15.499985694885254,21.134647369384766,15.499986,21.134647
22.0,24.0,637.7337,24.899994,23.062557,15.499985694885254,21.042179107666016,15.499986,21.04218
22.0,24.0,585.95856,25.299995,23.088991,15.499982833862305,20.825130462646484,15.499983,20.82513
22.0,24.0,564.1478,25.5,23.100018,15.499981880187988,20.762126922607422,15.499982,20.762127
22.0,24.0,427.37067,25.700005,23.097084,15.499969482421875,20.60360336303711,15.4999695,20.603603
22.0,24.0,404.5249,25.700005,23.090866,15.499967575073242,20.59332275390625,15.499968,20.593323
22.0,24.0,253.80815,25.800003,23.05244,15.499940872192383,20.493270874023438,15.499941,20.49327
22.0,24.0,241.41899,25.599998,23.015673,15.49993896484375,20.531333923339844,15.499939,20.531334
22.0,24.0,121.59039,25.400002,22.953722,15.499892234802246,20.476999282836914,15.499892,20.477
22.0,24.0,111.02979,25.100006,22.892996,15.499886512756348,20.548564910888672,15.4998865,20.548565
22.0,24.0,49.500004,24.700005,22.612812,10.000049591064453,22.376663208007812,10.00005,22.376663
22.0,24.0,84.07869,24.700005,22.85312,10.000054359436035,22.321338653564453,10.000054,22.321339
22.0,24.0,16.5,22.5,22.72195,10.000044822692871,22.522233963012695,10.000045,22.522234
22.0,24.0,19.435774,21.399998,22.792309,10.000044822692871,22.577049255371094,10.000045,22.57705
22.0,24.0,12.69592,20.299995,22.752377,10.000043869018555,22.65639877319336,10.000044,22.656399
15.0,28.0,0.0,19.899998,22.743063,10.000041007995605,22.738574981689453,10.000041,22.738575
15.0,28.0,0.0,19.599998,22.73799,10.000041961669922,22.772457122802734,10.000042,22.772457
15.0,28.0,0.0,19.400002,22.689299,10.000041007995605,22.83514404296875,10.000041,22.835144
15.0,28.0,0.0,19.3,22.639175,10.000041961669922,22.85552406311035,10.000042,22.855524
