energy_true,penalty_true,exceedance_true,reward_true
0.08762020612233731,0.0,0.0,-0.001460336768705622
0.2518460931061045,0.0,0.0,-0.00273709811639612
0.4053373434984915,0.0,0.0,-0.0025581875065397836
0.5500954119062818,0.0,0.0,-0.0024126344734631713
0.6842608809813315,0.0,0.0,-0.0022360911512508286
0.8121410587564996,0.0,0.0,-0.0021313362962528
0.9326751657855169,0.0,0.0,-0.002008901783816956
1.0483235502471977,0.0,0.0,-0.0019274730743613462
1.1583331464242967,0.0,0.0,-0.0018334932696183169
1.2642520706094176,0.0,0.0,-0.0017653154030853478
1.3653681418367007,0.0,0.0,-0.001685267853788051
1.4611410243911371,0.0,0.0,-0.0015962147092406067
1.5494585053527112,0.0,0.0,-0.0014719580160262355
1.6321079585850153,0.0,0.0,-0.0013774908872050688
1.7042509092111509,0.0,0.0,-0.0012023825104355926
1.7613931999215477,0.0,0.0,-0.0009523715118399483
1.7883732975264877,0.0,0.0,-0.000449668293415666
1.8039875502179725,0.0,0.0,-0.00026023754485807963
1.8256317726110922,0.0,0.0,-0.0003607370398853276
1.8500438991846788,0.0,0.0,-0.0004068687762264451
1.8838730030601416,0.0,0.0,-0.0005638183979243791
1.9226735389623357,0.0,0.0,-0.0006466755983699016
1.9740394655688664,0.0,0.0,-0.0008560987767755119
2.032497992964394,0.0,0.0,-0.000974308789925462
2.1007565213840724,0.0,0.0,-0.001137642140327975
2.1723415654307665,0.0,0.0,-0.0011930840674449006
2.247484704829271,0.0,0.0,-0.0012523856566417407
2.3197175145600863,0.0,0.0,-0.0012038801621802576
2.39536404843228,0.0,0.0,-0.0012607755645365588
2.4746852665529007,0.0,0.0,-0.001322020302010348
2.5576899733475615,0.0,0.0,-0.001383411779911015
2.642304300259801,0.0,0.0,-0.0014102387818706508
2.729453978918832,0.0,0.0,-0.0014524946443171887
2.817088792243728,0.0,0.0,-0.0014605802220815946
2.906606044050797,0.0,0.0,-0.0014919541967844784
2.9927094324611607,0.0,0.0,-0.0014350564735060632
3.0276715586014746,0.0,0.0,-0.0005827021023385619
3.0648403751620017,0.0,0.0,-0.0006194802760087866
3.0991364367136494,0.0,0.0,-0.0005716010258607941
3.1312978541042784,0.0,0.0,-0.0005360236231771508
3.1612878743192523,0.0,0.0,-0.0004998336702495673
3.1881472525011105,0.0,0.0,-0.0004476563030309705
3.2130304254074527,0.0,0.0,-0.0004147195484390381
3.24419114308257,0.0,0.0,-0.0005193452945852908
3.2822451867067763,0.0,0.0,-0.0006342340604034366
3.3290946185934214,0.0,0.0,-0.0007808238647774149
3.3817512891257997,0.0,0.0,-0.0008776111755396384
3.4423436481506116,0.0,0.0,-0.0010098726504135288
3.511545722069415,0.0,0.0,-0.001153367898646721
3.587940225484837,0.0,0.0,-0.0012732417235903743
3.668247312510558,0.0,0.0,-0.001338451450428682
3.755162790212162,0.0,0.0,-0.0014485912950267304
3.8453590297144142,0.0,0.0,-0.001503270658370875
3.941097186088357,0.0,0.0,-0.0015956359395657093
4.039838173354181,0.0,0.0,-0.001645683121097071
4.1432180080132515,0.0,0.0,-0.0017229972443178433
4.2495265966089795,0.0,0.0,-0.0017718098099288053
4.359598513323733,0.0,0.0,-0.0018345319452458952
4.472551561218492,0.0,0.0,-0.0018825507982459914
4.587130037481416,0.0,0.0,-0.00190964127104873
4.700431250136742,0.0,0.0,-0.0018883535442554278
4.812648470339123,0.5,0.027627449678186977,-0.022590874262013245
4.917897060016535,1.0,0.040680490735582,-0.01154392395433647
5.008793725985876,1.0,0.040680490735582,-0.0015149444328223505
5.07338002471564,1.0,0.040680490735582,-0.0010764383121627508
5.111820354030884,1.0,0.040680490735582,-0.0006406721552540683
5.1278691682268285,1.0,0.040680490735582,-0.00026748023659906863
5.146988475517301,1.0,0.040680490735582,-0.0003186551215078879
5.171722052785872,1.0,0.040680490735582,-0.00041222628780949766
5.1998947544832586,1.0,0.040680490735582,-0.0004695450282897843
5.236296153748734,1.0,0.040680490735582,-0.0006066899877579197
5.277038689255177,1.0,0.040680490735582,-0.0006790422584407148
5.328797679332172,1.0,0.040680490735582,-0.0008626498346165891
5.386359385722167,1.0,0.040680490735582,-0.0009593617731665817
5.453883243632008,1.0,0.040680490735582,-0.0011253976318306852
5.525209967607482,1.0,0.040680490735582,-0.0011887787329245734
5.602023971825501,1.0,0.040680490735582,-0.0012802334036336423
5.6813517523518575,1.0,0.040680490735582,-0.0013221296754392768
5.76337076028502,1.0,0.040680490735582,-0.0013669834655527092
5.845644233081371,1.0,0.040680490735582,-0.0013712245466058611
5.928619996316321,1.0,0.040680490735582,-0.001382929387249162
6.011402792563213,1.0,0.040680490735582,-0.0013797132707815305
6.0949965285278145,1.0,0.040680490735582,-0.0013932289327433626
6.175524073279604,1.0,0.040680490735582,-0.001342125745863153
6.207490821832287,1.0,0.040680490735582,-0.0005327791425447095
6.240674193481743,1.0,0.040680490735582,-0.000553056194157605
6.272146663013983,1.0,0.040680490735582,-0.000524541158870659
6.3031936983933585,1.0,0.040680490735582,-0.0005174505896562681
6.333475542831506,1.0,0.040680490735582,-0.0005046974073024542
6.3621526858370485,1.0,0.040680490735582,-0.0004779523834257132
6.389709503738058,1.0,0.040680490735582,-0.00045928029835016874
6.41562687179317,1.0,0.040680490735582,-0.00043195613425185637
6.440768752103994,1.0,0.040680490735582,-0.00041903133851373646
6.464406021130067,1.0,0.040680490735582,-0.00039395448376789046
6.487635791959516,1.0,0.040680490735582,-0.00038716284715748113
6.511859217716388,1.0,0.040680490735582,-0.0004037237626145469
6.53482628242646,1.0,0.040680490735582,-0.000382784411834521
6.562506672674221,1.0,0.040680490735582,-0.0004613398374626822
6.590989606620832,1.0,0.040680490735582,-0.0004747155657768515
6.6234963523917125,1.0,0.040680490735582,-0.0005417790961813376
6.656885901076545,1.0,0.040680490735582,-0.0005564924780805391
6.694123544239393,1.0,0.040680490735582,-0.0006206273860474735
6.7330221423407375,1.0,0.040680490735582,-0.0006483099683557316
6.7761334069965224,1.0,0.040680490735582,-0.0007185210775964194
6.822148109662187,1.0,0.040680490735582,-0.0007669117110944062
6.872760470325351,1.0,0.040680490735582,-0.0008435393443860544
6.927312721853825,1.0,0.040680490735582,-0.0009092041921412515
6.9851192169615075,1.0,0.040680490735582,-0.0009634415851280315
7.04358490604521,1.0,0.040680490735582,-0.0009744281513950276
7.103814485507848,1.0,0.040680490735582,-0.0010038263243773093
7.1604210491651585,1.0,0.040680490735582,-0.000943442727621839
7.208664143423727,1.0,0.040680490735582,-0.0008040515709761358
7.232018543169541,1.0,0.040680490735582,-0.00038923999576358123
7.251030355821628,1.0,0.040680490735582,-0.00031686354420145405
