time_end_s,T_zone_used_C,ahu_sat_sp_C,zone_temp_sp_C,T_zone_C,T_outdoor_C,T_ahu_supply_C,ahu_sat_sp_read_C,P_cooling_W,P_ahu_heating_W,P_reheat_W,P_supply_fan_W,P_return_fan_W,P_HVAC_W,E_HVAC_kWh_step
15846300,22.99966084583719,15.250830927698882,23.000169577081405,22.99959089959855,30.175,15.25338392794385,15.25083092769888,96.38459467728687,0.0,0.0,55.48491022828627,79.52837132721031,231.39787623278346,0.057849469058195865
15847200,22.99959089959855,15.251002295983547,23.000204550200724,22.99970276963423,30.6,14.76977793894686,15.25100229598355,104.3729600667221,0.0,0.0,55.42856362666009,79.44760786487947,239.24913155826167,0.059812282889565416
15848100,22.99970276963423,15.250728214396137,23.000148615182887,22.99965952385957,30.875,15.2798848789451,15.25072821439614,112.2918225720735,0.0,0.0,62.31972497783792,89.32493913490102,263.93648668481245,0.06598412167120311
15849000,22.99965952385957,15.250834166544053,23.000170238070215,22.99962843275527,31.15,15.2900786356845,15.25083416654405,121.0092329455147,0.0,0.0,66.25031868974558,94.95879012196866,282.2183417572289,0.07055458543930723
15849900,22.99962843275527,15.25091033974959,23.000185783622364,22.99958474704841,31.425,15.29899514586045,15.25091033974959,130.7547520880376,0.0,0.0,70.4494276392097,100.9775129495339,302.1816926767812,0.07554542316919531
15850800,22.99958474704841,15.251017369731397,23.000207626475795,22.99954570617765,31.7,15.30661771448628,15.2510173697314,140.7328897114913,0.0,0.0,74.84622694872817,107.2795919598437,322.85870862006317,0.0807146771550158
15851700,22.99954570617765,15.251113019864759,23.000227146911175,22.99953034253009,32.09999999999999,15.33433040655324,15.25111301986476,156.0731575563393,0.0,0.0,81.00911931601479,116.1130710196212,353.1953478919753,0.08829883697299382
15852600,22.99953034253009,15.25115066080128,23.000234828734953,22.99951261319426,32.5,15.29734775426148,15.25115066080128,166.850593605887,0.0,0.0,84.31098753656869,120.8457488024151,372.0073299448708,0.09300183248621768
15853500,22.99951261319426,15.251194097674064,23.000243693402872,23.00304625270727,32.9,15.28731777769761,15.25119409767406,174.9927842162786,0.0,0.0,86.86262081260838,124.5030898314053,386.3584948602923,0.09658962371507307
15854400,23.00304625270727,15.242536680867184,22.998476873646364,23.03073831235275,33.3,15.24171459061838,15.24253668086718,178.6300448590194,0.0,0.0,86.86262081260838,124.5030898314053,389.9957555030331,0.09749893887575828
15855300,23.03073831235275,15.174691134735763,22.984630843823624,22.99442868819846,33.575,15.17388883991695,15.17469113473576,181.1254336873474,0.0,0.0,86.86262081260838,124.5030898314053,392.49114433136106,0.09812278608284025
15856200,22.99442868819846,15.26364971391377,23.00278565590077,23.01325831901796,33.84999999999999,15.26273978586143,15.26364971391377,176.8910301269488,0.0,0.0,86.86262081260838,124.5030898314053,388.2567407709625,0.09706418519274061
15857100,23.01325831901796,15.217517118405995,22.993370840491018,23.04841627436828,34.125,15.216942450684,15.217517118406,178.5985378252171,0.0,0.0,86.86262081260838,124.5030898314053,389.9642484692308,0.09749106211730771
15858000,23.04841627436828,15.131380127797716,22.97579186281586,23.06273288052698,34.4,15.13097699450306,15.13138012779772,182.5089064683509,0.0,0.0,86.86262081260838,124.5030898314053,393.8746171123646,0.09846865427809116
15858900,23.06273288052698,15.096304442708899,22.96863355973651,23.14321482943167,34.825,15.09585445181855,15.0963044427089,187.1735532093492,0.0,0.0,86.86262081260838,124.5030898314053,398.53926385336285,0.09963481596334071
15859800,23.14321482943167,14.899123667892407,22.928392585284165,23.16338944695168,35.25,14.89921090292158,14.89912366789241,199.3396626108731,0.0,0.0,86.86262081260838,124.5030898314053,410.7053732548868,0.1026763433137217
15860700,23.16338944695168,14.849695854968385,22.91830527652416,23.15680222674144,35.675,14.84932678397027,14.84969585496838,205.0771864923473,0.0,0.0,86.86262081260838,124.5030898314053,416.442897136361,0.10411072428409025
15861600,23.15680222674144,14.86583454448347,22.92159888662928,23.16831367890032,36.1,14.86499060728226,14.86583454448347,207.5770214404456,0.0,0.0,86.86262081260838,124.5030898314053,418.9427320844593,0.10473568302111481
15862500,23.16831367890032,14.83763148669422,22.91584316054984,23.16970056497101,36.1,14.83718009522781,14.83763148669422,208.3132619009308,0.0,0.0,86.86262081260838,124.5030898314053,419.6789725449445,0.10491974313623612
15863400,23.16970056497101,14.834233615821027,22.915149717514495,23.15880983782983,36.1,14.8336745492085,14.83423361582103,208.2003836419471,0.0,0.0,86.86262081260838,124.5030898314053,419.5660942859608,0.1048915235714902
15864300,23.15880983782983,14.86091589731692,22.920595081085086,23.1440893490622,36.1,14.86041580327547,14.86091589731692,206.9475737320276,0.0,0.0,86.86262081260838,124.5030898314053,418.3132843760413,0.10457832109401032
15865200,23.1440893490622,14.896981094797612,22.9279553254689,23.12638574017451,36.1,14.89623694804208,14.89698109479761,205.5349468186973,0.0,0.0,86.86262081260838,124.5030898314053,416.900657462711,0.10422516436567776
15866100,23.12638574017451,14.94035493657245,22.936807129912744,23.1131281023757,36.1,14.93953315421437,14.94035493657245,205.1298974390643,0.0,0.0,86.86262081260838,124.5030898314053,416.49560808307797,0.10412390202076949
15867000,23.1131281023757,14.972836149179532,22.94343594881215,23.09796074263516,36.1,14.97213246238244,14.97283614917953,205.6237781333779,0.0,0.0,86.86262081260838,124.5030898314053,416.98948877739156,0.10424737219434789
15867900,23.09796074263516,15.009996180543858,22.95101962868242,23.08027113480437,36.1,15.00938144727976,15.00999618054386,206.273742414104,0.0,0.0,86.86262081260838,124.5030898314053,417.6394530581177,0.10440986326452942
15868800,23.08027113480437,15.053335719729292,22.959864432597815,23.06380533156229,36.1,15.05278779962661,15.05333571972929,206.8595420474471,0.0,0.0,86.86262081260838,124.5030898314053,418.2252526914608,0.1045563131728652
15869700,23.06380533156229,15.093676937672392,22.968097334218854,23.04296586605886,36.25,15.09309448361119,15.09367693767239,206.9110548861733,0.0,0.0,86.86262081260838,124.5030898314053,418.276765530187,0.10456919138254675
15870600,23.04296586605886,15.144733628155791,22.978517066970568,23.02644605511626,36.40000000000001,15.14398034970037,15.14473362815579,206.2502757813925,0.0,0.0,86.86262081260838,124.5030898314053,417.61598642540616,0.10440399660635154
15871500,23.02644605511626,15.185207164965162,22.98677697244187,23.01565716683314,36.55,15.18435578759449,15.18520716496516,205.7482994758232,0.0,0.0,86.86262081260838,124.5030898314053,417.11401011983685,0.10427850252995921
15872400,23.01565716683314,15.211639941258806,22.99217141658343,23.00486442080015,36.7,15.2107414334396,15.21163994125881,205.6204226012876,0.0,0.0,86.86262081260838,124.5030898314053,416.9861332453013,0.10424653331132533
15873300,23.00486442080015,15.238082169039632,22.997567789599927,22.99808629072145,36.425,14.90589145262254,15.23808216903963,140.5931957352416,0.0,0.0,59.91765775535527,85.88197611600921,286.3928296066061,0.07159820740165153
15874200,22.99808629072145,15.25468858773245,23.000956854639277,23.00023367855898,36.15000000000001,15.25811980309009,15.25468858773245,132.45888546199,0.0,0.0,60.53981598942743,86.77373625151264,279.7724377029301,0.06994310942573254
15875100,23.00023367855898,15.249427487530495,22.999883160720508,22.999590898325,35.875,15.23240573075215,15.24942748753049,126.6583900860363,0.0,0.0,58.29759966049478,83.55989284670918,268.51588259324024,0.06712897064831005
15876000,22.999590898325,15.25100229910375,23.000204550837502,22.99973722571392,35.6,15.24011771284464,15.25100229910375,120.9685430410568,0.0,0.0,56.35674141517656,80.77799602841974,258.1032804846531,0.06452582012116327
15876900,22.99973722571392,15.2506437970009,23.000131387143043,22.99971807405522,35.3,15.27996258199028,15.2506437970009,94.59893365283575,0.0,0.0,47.97308696826646,68.76142465451525,211.33344527561746,0.05283336131890437
15877800,22.99971807405522,15.250690718564709,23.000140962972388,22.9997023046352,35.0,15.28228313080777,15.25069071856471,88.45698208854895,0.0,0.0,46.36084580133475,66.4505456485798,201.2683735384635,0.050317093384615874
15878700,22.9997023046352,15.25072935364376,23.0001488476824,22.9997033062035,34.7,15.28955518017226,15.25072935364376,82.92722861517011,0.0,0.0,45.05686938520187,64.58151278545601,192.56561078582797,0.04814140269645699
15879600,22.9997033062035,15.250726899801425,23.00014834689825,22.99970592654511,34.4,15.29676644546145,15.25072689980142,77.82696275806387,0.0,0.0,43.93121593477003,62.96807617317037,184.72625486600427,0.04618156371650107
15880500,22.99970592654511,15.250720479964476,23.000147036727444,23.13774134475278,33.575,14.55753359542473,15.25072047996448,76.31570931019675,0.0,0.0,41.49765866940916,59.47997742615313,177.29334540575906,0.044323336351439764
15881400,23.13774134475278,14.91253370535569,22.93112932762361,22.94105690279224,32.75,14.97868211192176,14.91253370535569,78.54703089893557,0.0,0.0,44.24977361817545,63.4246755193848,186.22148003649582,0.04655537000912395
15882300,22.94105690279224,15.39441058815901,23.02947154860388,23.02130182748969,31.925,15.81908152232317,15.39441058815901,50.76731619342141,0.0,0.0,39.51232497990632,56.63433247119906,146.91397364452678,0.0367284934111317
15883200,23.02130182748969,15.197810522650258,22.989349086255153,22.99198054402853,31.1,15.06040985805791,15.19781052265026,60.10518269022133,0.0,0.0,40.4625847288061,57.99637144462208,158.5641388636495,0.03964103471591238
15884100,22.99198054402853,15.269647667130103,23.004009727985736,23.00260374945245,31.1,15.39445194835859,15.2696476671301,53.52694729468173,0.0,0.0,39.59903903610783,56.75862261842123,149.88460894921081,0.037471152237302706
15885000,23.00260374945245,15.243620813841495,22.998698125273776,22.99865553550973,31.1,15.25955968378201,15.2436208138415,54.36402187454053,0.0,0.0,39.51068419182654,56.63198067495137,150.50668674131845,0.03762667168532961
15885900,22.99865553550973,15.25329393800116,23.000672232245137,23.00011228420786,31.1,15.30968614058093,15.25329393800116,52.6712252112851,0.0,0.0,39.20367171568232,56.19192945914466,148.06682638611207,0.03701670659652802
15886800,23.00011228420786,15.249724903690746,22.99994385789607,22.99955137060851,31.1,15.28555847887188,15.24972490369075,52.17563784783528,0.0,0.0,39.02702604161671,55.93873732631729,147.1414012157693,0.036785350303942324
15887700,22.99955137060851,15.251099142009146,23.000224314695743,22.99965125810403,31.1,15.2871279664434,15.25109914200915,41.01587889923012,0.0,0.0,38.86271830429367,55.7032295694876,135.5818267730114,0.03389545669325285
15888600,22.99965125810403,15.250854417645124,23.000174370947985,22.99958520667304,31.1,15.2981733265843,15.25085441764512,40.78423994617851,0.0,0.0,38.65797254364571,55.40976064589218,134.85197313571638,0.03371299328392909
15889500,22.99958520667304,15.251016243651053,23.00020739666348,22.99953300040725,31.1,15.37075781157336,15.25101624365105,40.13001646142138,0.0,0.0,38.19826983490725,54.75085343003372,133.07913972636234,0.033269784931590586
15890400,22.99953300040725,15.251144149002235,23.000233499796373,22.999537176284,31.1,15.29948788408815,15.25114414900223,40.02080357129887,0.0,0.0,38.03494179714759,54.51674990924488,132.57249527769133,0.03314312381942283
15891300,22.999537176284,15.251133918104196,23.000231411858,22.9996091790567,31.1,15.20680089334653,15.2511339181042,40.24961711420369,0.0,0.0,38.1856358916834,54.73274477807954,133.16799778396663,0.033291999445991656
15892200,22.9996091790567,15.25095751131108,23.000195410471648,23.13657157002679,31.1,15.85550221969136,15.25095751131108,37.1362496497793,0.0,0.0,36.68890896024713,52.58743617635421,126.41259478638065,0.03160314869659516
15893100,23.13657157002679,14.915399653434367,22.931714214986606,22.94867551194403,31.1,14.2986616842696,14.91539965343437,43.4219193775344,0.0,0.0,38.23646271446707,54.8055965574028,136.46397864940428,0.03411599466235107
15894000,22.94867551194403,15.375744995737122,23.025662244027984,23.01970950126977,31.1,15.76437573363924,15.37574499573712,37.53086706464991,0.0,0.0,37.14572952838434,53.24221232401755,127.91880891705179,0.03197970222926295
15894900,23.01970950126977,15.201711721889064,22.990145249365114,23.10226196605581,30.825,15.43177982613569,15.20171172188906,37.28984099550453,0.0,0.0,36.68890896024713,52.58743617635421,126.56618613210586,0.03164154653302646
15895800,23.10226196605581,14.999458183163265,22.948869016972097,22.96009196730195,30.55,14.54644932986276,14.99945818316326,39.85322585938277,0.0,0.0,37.71151283144428,54.0531683917368,131.61790708256385,0.03290447677064096
15896700,22.96009196730195,15.347774680110223,23.019954016349025,23.01535421687612,30.275,15.80238355692323,15.34777468011022,35.64518084586784,0.0,5.199329214881615,36.68890896024713,52.58743617635421,130.1208551973508,0.0325302137993377
15897600,23.01535421687612,15.212382168653507,22.99232289156194,22.99324285950781,30.0,15.21322333223296,15.21238216865351,36.29232635704444,0.0,0.0,36.68890896024713,52.58743617635421,125.56867149364578,0.031392167873411446
