row_index,time_hour_start,time_hour_end,dt_seconds,T_env_start,T_zone_start,T_cor_state_start,T_out_state_start,Qsg_state_start,Qint_state_start,hour_sin_start,hour_cos_start,SAT_sp_requested,ZAT_sp_requested,SAT_sp,ZAT_sp,integral_error_start,prev_zat_sp_start,damper_signal_prev_start,m_fan_start,T_cor_used,T_out_used,Qsg_used,Qint_used,Hour_used,T_env_end,T_zone_end,integral_error_end,prev_zat_sp_end,damper_signal_end,m_fan_end,Mode,ReheatSignal_end,Q_reheat_end_W,reward,done,TotalEnergy_kWh,CoolingEnergy_kWh,HeatingEnergy_kWh,ReheatEnergy_kWh,FanEnergy_kWh,ComfortPeriod,ComfortLB,ComfortUB,TempExceed_degC,T_env_end_normalized,T_zone_end_normalized
59,17693.5,17694,1800,21.3907012939,22.3836517334,24,13.8999977112,1.48500001431,50,0.965925812721,0.258819103241,16,22,16,22,0,24,0,0.080939,24,14.6,58.55607957,50,6,21.3786019878,22.0583061164,356.612499499,22,7.84179204437,0.0995268421839,cooling,0,0,-0.00033053435182,False,0.0198320611092,0.0103145048891,0,0,0.00951755622011,night,15,28,0,0.325102925301,0.542946636677
60,17694,17694.5,1800,21.3786010742,22.0583057404,24,14.5999984741,58.5560798645,50,1,0,16,22,16,22,356.612499499,22,7.84179204437,0.0995268421839,24,15.8,23.925,50,6,21.3622152944,21.9678144113,364.930423329,22,7.04832351504,0.0976460389545,cooling,0,0,-0.000331649060152,False,0.0198989436091,0.0102678236657,0,0,0.0096311199434,night,15,28,0,0.324634730816,0.535985708237
61,17694.5,17695,1800,21.3622169495,21.9678153992,24,15.7999992371,23.9249992371,50,1,0,16,22,16,22,364.930423329,22,7.04832351504,0.0976460389545,24,17,119.0683878,50,7,21.3942332826,22.0885189168,439.867003935,22,9.55460540755,0.10358682035,heating,0,0,-0.000336792882528,False,0.0202075729517,0.0104544063939,0,0,0.00975316655775,day,22,24,0,0.325549513102,0.545270681381
62,17695,17695.5,1800,21.3942337036,22.08852005,24,17,119.068382263,50,0.965925812721,-0.258819043636,16,22,16,22,439.867003935,22,9.55460540755,0.10358682035,24,18.4,118.3605563,50,7,21.4532079032,22.0944315282,605.909800613,22,12.9676142114,0.111676867709,cooling,0,0,-0.000364098885215,False,0.0218459331129,0.0113557596598,0,0,0.0104901734531,day,22,24,0,0.327234506607,0.545725524426
63,17695.5,17696,1800,21.4532089233,22.0944328308,24,18.4000015259,118.360549927,50,0.965925812721,-0.258819043636,16,22,16,22,605.909800613,22,12.9676142114,0.111676867709,24,19.8,165.0533408,180,8,21.5662584258,22.3741699101,1101.91248837,22,25.3722064553,0.141080172678,cooling,0,0,-0.000441220985718,False,0.0264732591431,0.0138362876136,0,0,0.0126369715294,day,22,24,0,0.33046451211,0.567243814468
64,17696,17696.5,1800,21.5662574768,22.374168396,24,19.7999992371,165.053344727,180,0.866025447845,-0.5,12.8000001907,24,12.8000001907,24,1101.91248837,22,25.3722064553,0.141080172678,24,21,209.380991,180,8,21.7474337469,22.8580227503,0,24,0,0.080939,heating,0.390471912895,117.141573868,-0.00156721352052,False,0.0940328112311,0.0111525116364,0,0.0745803645372,0.00829993505753,day,22,24,0,0.335640966892,0.604463279247
65,17696.5,17697,1800,21.7474327087,22.8580226898,24,21,209.380996704,180,0.866025447845,-0.5,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,22.2,297.120158,180,9,21.978268402,23.0955991112,0,24,0,0.080939,heating,0.309310433418,92.7931300254,-0.00126039051785,False,0.0756234310708,0.0107915322452,0,0.0565319637681,0.00829993505753,day,22,24,0,0.342236250639,0.622738420963
66,17697,17697.5,1800,21.9782676697,23.0956001282,24,22.1999969482,297.120147705,180,0.70710682869,-0.707106769085,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,23.2,323.3944953,180,9,22.2206330233,23.2544839317,0,24,0,0.080939,heating,0.255627063075,76.6881189225,-0.00107872563181,False,0.0647235379089,0.0102932331816,0,0.0461303696698,0.00829993505753,day,22,24,0,0.349160939455,0.63496029377
67,17697.5,17698,1800,22.2206325531,23.2544841766,24,23.2000007629,323.394500732,180,0.70710682869,-0.707106769085,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,24.1,393.4954187,180,10,22.4802164923,23.4699794662,0,24,0,0.080939,heating,0.184858479209,55.4575437628,-0.000892223707356,False,0.0535334224414,0.00979500043352,0,0.0354384869503,0.00829993505753,day,22,24,0,0.356577605009,0.651536881924
68,17698,17698.5,1800,22.48021698,23.4699783325,24,24.0999984741,393.495422363,180,0.5,-0.866025388241,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,25,418.1074349,180,10,22.7446594473,23.6369118961,0,24,0,0.080939,heating,0.128720814738,38.6162444215,-0.000711755599485,False,0.0427053359691,0.00922569680142,0,0.0251797041102,0.00829993505753,day,22,24,0,0.364133119583,0.664377808571
69,17698.5,17699,1800,22.7446594238,23.6369113922,24,25,418.107421875,180,0.5,-0.866025388241,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,25.9,496.9062356,180,11,23.0266619433,23.8740828164,0,24,0,0.080939,heating,0.0509019352069,15.2705805621,-0.000508143508742,False,0.0304886105245,0.0086188785168,0,0.0135697969502,0.00829993505753,day,22,24,0,0.372190326452,0.682621777058
70,17699,17699.5,1800,23.0266609192,23.8740844727,24,25.9000015259,496.906219482,180,0.258819103241,-0.965925812721,12.8000001907,22,12.8000001907,22,0,24,0,0.080939,24,26.6,508.5705081,180,11,23.229525505,23.0667867058,2716.78656687,22,64.9106680049,0.234800419188,cooling,0,0,-0.000850345573768,False,0.0510207344261,0.0245617527962,0,0,0.0264589816299,day,22,24,0,0.377986431122,0.620522081852
71,17699.5,17700,1800,23.2295246124,23.0667877197,24,26.5999984741,508.570526123,180,0.258819103241,-0.965925812721,12.8000001907,22,12.8000001907,22,2716.78656687,22,64.9106680049,0.234800419188,24,27.3,585.9484111,180,12,23.3477080966,22.6899113505,4353.81590684,22,93.8162038735,0.303316841956,cooling,0,0,-0.00152197408688,False,0.0913184452129,0.0330607930826,0,0,0.0582576521303,day,22,24,0,0.381363093853,0.591531634331
72,17700,17700.5,1800,23.3477096558,22.6899108887,24,27.3000030518,585.948425293,180,0,-1,12.8000001907,22,12.8000001907,22,4353.81590684,22,93.8162038735,0.303316841956,24,27.8,626.0118392,180,12,23.427292018,22.5924134496,4560.78917345,22,100,0.317974642857,cooling,0,0,-0.00194152485658,False,0.116491491395,0.0347524083966,0,0,0.0817390829983,day,22,24,0,0.383636921644,0.584031820297
73,17700.5,17701,1800,23.4272918701,22.592414856,24,27.8000030518,626.01184082,180,0,-1,16.7433452606,21.0998268127,16.7433452606,21.0998268127,4560.78917345,22,100,0.317974642857,24,28.3,624.281796,180,13,23.6212533893,23.5852712181,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.000985948717709,False,0.0591569230625,0.0155980096191,0,0,0.0435589134435,day,22,24,0,0.389178663492,0.66040545702
74,17701,17701.5,1800,23.6212539673,23.585269928,24,28.3000030518,624.281799316,180,-0.258819043636,-0.965925812721,16.7433452606,21.0998268127,16.7433452606,21.0998268127,3305.07325123,21.0998268127,100,0.317974642857,24,28.5,616.1062069,180,13,23.7996640605,23.5607298796,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.00173998178951,False,0.10439890737,0.0219698510065,0,0,0.0824290563639,day,22,24,0,0.394276112318,0.65851765871
75,17701.5,17702,1800,23.7996635437,23.5607299805,24,28.5,616.106201172,180,-0.258819043636,-0.965925812721,16.7433452606,21.0998268127,16.7433452606,21.0998268127,3305.07325123,21.0998268127,100,0.317974642857,24,28.7,571.0052776,180,14,23.9478147111,23.5787690001,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.00172878749145,False,0.103727249487,0.0212981931233,0,0,0.0824290563639,day,22,24,0,0.398508995771,0.659905314445
76,17702,17702.5,1800,23.9478149414,23.5787696838,24,28.6999969482,571.005310059,180,-0.5,-0.866025388241,16.7433452606,21.0998268127,16.7433452606,21.0998268127,3305.07325123,21.0998268127,100,0.317974642857,24,28.7,591.8202484,180,14,24.0861613864,23.6750944595,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.00173229569143,False,0.103937741486,0.0215086851218,0,0,0.0824290563639,day,22,24,0,0.402461767197,0.667314946651
77,17702.5,17703,1800,24.0861625671,23.6750946045,24,28.6999969482,591.820251465,180,-0.5,-0.866025388241,16.7433452606,21.0998268127,16.7433452606,21.0998268127,3305.07325123,21.0998268127,100,0.317974642857,24,28.8,478.3471966,180,15,24.1828231465,23.5911628698,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.00172597135937,False,0.103558281562,0.0211292251982,0,0,0.0824290563639,day,22,24,0,0.40522351861,0.660858690739
78,17703,17703.5,1800,24.1828231812,23.5911636353,24,28.8000030518,478.347198486,180,-0.707106769085,-0.707106769085,16.7433452606,21.0998268127,16.7433452606,21.0998268127,3305.07325123,21.0998268127,100,0.317974642857,24,28.9,423.6056223,180,15,24.2508947341,23.5538644096,3305.07325123,21.0998268127,100,0.317974642857,cooling,0,0,-0.00171756145294,False,0.103053687177,0.0206246308126,0,0,0.0824290563639,day,22,24,0,0.407168418169,0.657989561558
79,17703.5,17704,1800,24.2508945465,23.5538635254,24,28.9000015259,423.605621338,180,-0.707106769085,-0.707106769085,14.5,20,14.5,20,3305.07325123,21.0998268127,100,0.317974642857,24,28.9,216.3686579,180,16,24.2290118271,22.914881272,3141.31594161,20,100,0.317974642857,cooling,0,0,-0.00149071988557,False,0.0894431931342,0.0234312880726,0,0,0.0660119050616,day,22,24,0,0.406543195248,0.608837008476
80,17704,17704.5,1800,24.2290115356,22.9148807526,24,28.9000015259,216.368667603,180,-0.866025388241,-0.5,14.5,20,14.5,20,3141.31594161,20,100,0.317974642857,24,28.8,227.3332997,180,16,24.1576363583,22.8060737283,3141.31594161,20,100,0.317974642857,cooling,0,0,-0.00179813179672,False,0.107887907803,0.0254588514391,0,0,0.0824290563639,day,22,24,0,0.404503881931,0.600467205048
81,17704.5,17705,1800,24.1576347351,22.8060741425,24,28.8000030518,227.333297729,180,-0.866025388241,-0.5,14.5,20,14.5,20,3141.31594161,20,100,0.317974642857,24,28.6,122.8774965,180,17,24.0552352907,22.6215591615,3141.31594161,20,100,0.317974642857,cooling,0,0,-0.00180376765693,False,0.108226059416,0.0257970030519,0,0,0.0824290563639,day,22,24,0,0.40157815814,0.586273789406
82,17705,17705.5,1800,24.0552368164,22.6215591431,24,28.5999984741,122.877494812,180,-0.965925812721,-0.258819043636,14.5,20,14.5,20,3141.31594161,20,100,0.317974642857,24,28.3,129.819488,180,17,23.9518187623,22.5680071668,3141.31594161,20,100,0.317974642857,cooling,0,0,-0.00181811381562,False,0.109086828937,0.0266577725734,0,0,0.0824290563639,day,22,24,0,0.398623406887,0.582154393196
83,17705.5,17706,1800,23.9518203735,22.5680065155,24,28.3000030518,129.819488525,180,-0.965925812721,-0.258819043636,14.5,20,14.5,20,3141.31594161,20,100,0.317974642857,24,28,44.385,50,18,23.8032867591,22.1568399157,3868.01856997,20,100,0.317974642857,cooling,0,0,-0.00181823422543,False,0.109094053526,0.0268925875039,0,0,0.0822014660217,day,22,24,0,0.394379615784,0.55052614212
84,17706,17706.5,1800,23.8032875061,22.1568393707,24,28,44.3850021362,50,-1,0,12.8000001907,24,12.8000001907,24,3868.01856997,20,100,0.317974642857,24,28,52.59964202,50,18,23.7894659385,23.4194553068,0,24,0,0.080939,heating,0.208745469181,62.6236407543,-0.00121695158369,False,0.0730170950213,0.00621127531414,0,0.0585058846496,0.00829993505753,day,22,24,0,0.393984735012,0.647650420666
85,17706.5,17707,1800,23.7894668579,23.4194564819,24,28,52.5996398926,50,-1,0,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,26.9,21.12,50,19,23.8037238176,23.4552768309,0,24,0,0.080939,heating,0.18231884818,54.6956544539,-0.000781464490441,False,0.0468878694265,0.00749616261314,0,0.0310917717558,0.00829993505753,day,22,24,0,0.394392102957,0.650405883789
86,17707,17707.5,1800,23.8037223816,23.4552764893,24,26.9000015259,21.1200008392,50,-0.965925812721,0.258819103241,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,25.9,10.065,50,19,23.7953578928,23.4427483777,0,24,0,0.080939,heating,0.185418134178,55.6254402533,-0.000788763570101,False,0.0473258142061,0.00837702901281,0,0.0306488501357,0.00829993505753,day,22,24,0,0.394153088331,0.649442195892
87,17707.5,17708,1800,23.7953567505,23.4427490234,24,25.9000015259,10.0650005341,50,-0.965925812721,0.258819103241,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,24.9,11.96649567,50,20,23.7684449899,23.4340305124,0,24,0,0.080939,heating,0.187975441979,56.3926325936,-0.000810378986745,False,0.0486227392047,0.00921724413364,0,0.0311055600136,0.00829993505753,day,22,24,0,0.393384128809,0.648771584034
88,17708,17708.5,1800,23.7684440613,23.4340305328,24,24.8999938965,11.9664964676,50,-0.866025388241,0.5,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,24,0,50,20,23.7232522248,23.3998612265,0,24,0,0.080939,heating,0.198662464407,59.598739322,-0.000843213047831,False,0.0505927828699,0.00992532414755,0,0.0323675236648,0.00829993505753,day,22,24,0,0.392092913389,0.646143198013
89,17708.5,17709,1800,23.7232513428,23.3998603821,24,24,0,50,-0.866025388241,0.5,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,23.2,0,50,21,23.6660590195,23.3723975874,0,24,0,0.080939,heating,0.207643583892,62.2930751675,-0.000879573797929,False,0.0527744278758,0.0105106161408,0,0.0339638766775,0.00829993505753,night,15,28,0,0.39045882225,0.644030570984
90,17709,17709.5,1800,23.6660575867,23.3723983765,24,23.2000007629,0,50,-0.707106769085,0.70710682869,16.0577697754,23.6413230896,16.0577697754,23.6413230896,0,24,0,0.080939,24,22.8,0,50,21,23.615803238,23.4377032242,0,23.6413230896,0,0.080939,heating,0.0676046926216,20.2814077865,-0.000472548068482,False,0.0283528841089,0.00766883968339,0,0.012384109368,0.00829993505753,night,15,28,0,0.389022946358,0.64905411005
91,17709.5,17710,1800,23.6158027649,23.437702179,24,22.8000030518,0,50,-0.707106769085,0.70710682869,16.0577697754,23.6413230896,16.0577697754,23.6413230896,0,23.6413230896,0,0.080939,24,22.4,0,50,22,23.5663927425,23.417868724,0,23.6413230896,0,0.080939,heating,0.073187324644,21.9561973932,-0.000465084193815,False,0.0279050516289,0.00788986575229,0,0.011715250819,0.00829993505753,night,15,28,0,0.387611210346,0.647528350353
92,17710,17710.5,1800,23.5663909912,23.4178695679,24,22.3999977112,0,50,-0.5,0.866025447845,15.0486869812,22.5499286652,15.0486869812,22.5499286652,0,23.6413230896,0,0.080939,24,22.1,0,50,22,23.4810094452,22.9664795659,1174.2231356,22.5499286652,27.7225873774,0.146651413207,cooling,0,0,-0.000492325699703,False,0.0295395419822,0.0164037148566,0,0,0.0131358271255,night,15,28,0,0.385171711445,0.612806141376
93,17710.5,17711,1800,23.481010437,22.9664802551,24,22.0999984741,0,50,-0.5,0.866025447845,15.0486869812,22.5499286652,15.0486869812,22.5499286652,1174.2231356,22.5499286652,27.7225873774,0.146651413207,24,21.8,0,50,23,23.358413555,22.7317099985,1728.79641284,22.5499286652,36.4880580576,0.167428702983,cooling,0,0,-0.000645239309175,False,0.0387143585505,0.0209870259299,0,0,0.0177273326206,night,15,28,0,0.381668955088,0.594746947289
94,17711,17711.5,1800,23.3584136963,22.731710434,24,21.7999992371,0,50,-0.258819043636,0.965925812721,12.8000001907,24,12.8000001907,24,1728.79641284,22.5499286652,36.4880580576,0.167428702983,24,21.6,0,50,23,23.2812627639,23.1549874482,0,24,0,0.080939,heating,0.285230401987,85.5691205961,-0.00124701685132,False,0.0748210110791,0.0111934194848,0,0.0553276565368,0.00829993505753,night,15,28,0,0.379464656115,0.627306699753
95,17711.5,17712,1800,23.2812633514,23.1549873352,24,21.5999984741,0,50,-0.258819043636,0.965925812721,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,21.4,0,50,0,23.2280290396,23.1505387635,0,24,0,0.080939,heating,0.281963909385,84.5891728156,-0.00110960297445,False,0.0665761784672,0.0114840418484,0,0.0467922015613,0.00829993505753,night,15,28,0,0.377943694592,0.626964509487
96,17712,17712.5,1800,23.2280292511,23.1505393982,24,21.3999977112,0,50,0,1,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,21.3,0,50,0,23.178674585,23.126400274,0,24,0,0.080939,heating,0.289850682055,86.9552046165,-0.00112616098011,False,0.0675696588065,0.0115247659691,0,0.0477449577799,0.00829993505753,night,15,28,0,0.376533567905,0.625107705593
97,17712.5,17713,1800,23.1786746979,23.1263999939,24,21.3000030518,0,50,0,1,12.8000001907,24,12.8000001907,24,0,24,0,0.080939,24,21.2,0,50,1,23.1318729911,23.1025327601,0,24,0,0.080939,heating,0.297864300985,89.3592902956,-0.00114913016019,False,0.0689478096113,0.0115565355564,0,0.0490913389974,0.00829993505753,night,15,28,0,0.375196367502,0.623271763325
98,17713,17713.5,1800,23.1318740845,23.1025333405,24,21.1999969482,0,50,0.258819103241,0.965925812721,16,24,16,24,0,24,0,0.080939,24,21.3,0,50,1,23.1069457961,23.2380675749,0,24,0,0.080939,heating,0.255112466494,76.5337399481,-0.0010253185749,False,0.0615191144943,0.00820679587967,0,0.0450123835571,0.00829993505753,night,15,28,0,0.374484151602,0.633697509766
99,17713.5,17714,1800,23.1069450378,23.238067627,24,21.3000030518,0,50,0.258819103241,0.965925812721,16,24,16,24,0,24,0,0.080939,24,21.3,0,50,2,23.0909473963,23.2369736894,0,24,0,0.080939,heating,0.253987528426,76.1962585277,-0.000980635907608,False,0.0588381544565,0.0082630348135,0,0.0422751845855,0.00829993505753,night,15,28,0,0.374027073383,0.633613348007
100,17714,17714.5,1800,23.0909461975,23.2369728088,24,21.3000030518,0,50,0.5,0.866025447845,16,24,16,24,0,24,0,0.080939,24,21.1,0,50,2,23.0728162991,23.2285992418,0,24,0,0.080939,heating,0.256644032701,76.9932098103,-0.000987010606857,False,0.0592206364114,0.00834440309103,0,0.0425762982629,0.00829993505753,night,15,28,0,0.373509049416,0.632969200611
101,17714.5,17715,1800,23.0728168488,23.2285995483,24,21.1000022888,0,50,0.5,0.866025447845,16,24,16,24,0,24,0,0.080939,24,20.9,0,50,3,23.0524678959,23.2187749015,0,24,0,0.080939,heating,0.259853652389,77.9560957167,-0.000996632965361,False,0.0597979779216,0.0084190218211,0,0.043079021043,0.00829993505753,night,15,28,0,0.37292766571,0.63221347332
102,17715,17715.5,1800,23.0524673462,23.2187747955,24,20.9000015259,0,50,0.70710682869,0.70710682869,16,24,16,24,0,24,0,0.080939,24,20.4,0,50,3,23.0242437894,23.2058730392,0,24,0,0.080939,heating,0.263948523354,79.1845570061,-0.00100989611722,False,0.0605937670333,0.00860767549378,0,0.043686156482,0.00829993505753,night,15,28,0,0.372121244669,0.63122099638
103,17715.5,17716,1800,23.0242424011,23.205871582,24,20.4000015259,0,50,0.70710682869,0.70710682869,16,24,16,24,0,24,0,0.080939,24,19.9,0,50,4,22.9888971763,23.1893250767,0,24,0,0.080939,heating,0.269267836449,80.7803509348,-0.00102605323833,False,0.0615631942996,0.00877489838893,0,0.0444883608532,0.00829993505753,night,15,28,0,0.37111133337,0.629948079586
104,17716,17716.5,1800,22.9888954163,23.1893253326,24,19.8999977112,0,50,0.866025447845,0.5,15.9101200104,22.4286346436,15.9101200104,22.4286346436,0,24,0,0.080939,24,19.3,0,50,4,22.9101422402,22.7597918986,979.436593678,22.4286346436,22.973183794,0.135393633891,cooling,0,0,-0.000453394227652,False,0.0272036536591,0.0150923645753,0,0,0.0121112890839,night,15,28,0,0.368861198425,0.59690707922
105,17716.5,17717,1800,22.9101409912,22.7597923279,24,19.2999992371,0,50,0.866025447845,0.5,15.9101200104,22.4286346436,15.9101200104,22.4286346436,979.436593678,22.4286346436,22.973183794,0.135393633891,24,18.6,0,50,5,22.7919349183,22.5703910197,1417.97566132,22.4286346436,29.859060886,0.151715616922,cooling,0,0,-0.000564473648938,False,0.0338684189363,0.0185983131439,0,0,0.0152701057924,night,15,28,0,0.365483850241,0.582337796688
106,17717,17717.5,1800,22.791934967,22.5703907013,24,18.6000022888,0,50,0.965925812721,0.258819103241,15.9101200104,22.4286346436,15.9101200104,22.4286346436,1417.97566132,22.4286346436,29.859060886,0.151715616922,24,18.5,2.145,50,5,22.6707881025,22.4589675826,1582.80993615,22.4286346436,32.0679274346,0.156951417946,cooling,0,0,-0.000610794575868,False,0.0366476745521,0.0198125731387,0,0,0.0168351014134,night,15,28,0,0.362022519112,0.573766708374
107,17717.5,17718,1800,22.6707878113,22.4589672089,24,18.5,2.14499998093,50,0.965925812721,0.258819103241,15.9101200104,22.4286346436,15.9101200104,22.4286346436,1582.80993615,22.4286346436,32.0679274346,0.156951417946,24,18.3,59.83794549,50,6,22.568666316,22.4558622476,1658.92623323,22.4286346436,33.5019014115,0.16035044738,cooling,0,0,-0.00063041145441,False,0.0378246872646,0.0203590586471,0,0,0.0174656286175,night,15,28,0,0.359104752541,0.573527872562
108,17718,17718.5,1800,22.5686664581,22.4558620453,24,18.2999992371,59.8379440308,50,1,0,17.7000007629,18,17.7000007629,18,1658.92623323,22.4286346436,33.5019014115,0.16035044738,24,18.9,24.255,50,6,22.4561369921,22.0864486993,2659.09195861,18,100,0.317974642857,cooling,0,0,-0.00175232106016,False,0.10513926361,0.0315946272147,0,0,0.0735446363952,night,15,28,0,0.355889618397,0.54511141777
109,17718.5,17719,1800,22.4561367035,22.0864486694,24,18.8999977112,24.2550010681,50,1,0,17.7000007629,18,17.7000007629,18,2659.09195861,18,100,0.317974642857,24,19.4,115.4087307,50,7,22.3685507954,22.1192300909,2659.09195861,18,100,0.317974642857,cooling,0,0,-0.00190301883894,False,0.114181130337,0.0317520739728,0,0,0.0824290563639,day,22,24,0,0.353387176991,0.547633111477
110,17719,17719.5,1800,22.3685512543,22.1192302704,24,19.4000015259,115.408729553,50,0.965925812721,-0.258819043636,17.7000007629,18,17.7000007629,18,2659.09195861,18,100,0.317974642857,24,20.3,60.47298408,50,7,22.2940766042,22.0138939964,2659.09195861,18,100,0.317974642857,cooling,0,0,-0.00187784022822,False,0.112670413693,0.0302413573294,0,0,0.0824290563639,day,22,24,0,0.351259320974,0.539530336857
111,17719.5,17720,1800,22.2940750122,22.0138950348,24,20.3000030518,60.472984314,50,0.965925812721,-0.258819043636,14.5,22,14.5,22,2659.09195861,18,100,0.317974642857,24,21.1,172.3152619,180,8,22.3365052835,22.7220607036,896.419145795,22,24.4911531768,0.138991762376,cooling,0,0,-0.000413437400798,False,0.0248062440479,0.0138141085181,0,0,0.0109921355298,day,22,24,0,0.352471590042,0.594004690647
112,17720,17720.5,1800,22.3365058899,22.7220611572,24,21.1000022888,172.3152771,180,0.866025447845,-0.5,14.5,22,14.5,22,896.419145795,22,24.4911531768,0.138991762376,24,21.7,122.2668529,180,8,22.3774204823,22.4607969817,1989.30210161,22,44.2737358355,0.185883534354,cooling,0,0,-0.000713623446094,False,0.0428174067656,0.0233282733351,0,0,0.0194891334305,day,22,24,0,0.353640586138,0.57390743494
113,17720.5,17721,1800,22.3774204254,22.4607963562,24,21.7000007629,122.266853333,180,0.866025447845,-0.5,14.5,22,14.5,22,1989.30210161,22,44.2737358355,0.185883534354,24,22.4,330.8368044,180,9,22.4522373241,22.5171239354,2956.76472472,22,64.0051720698,0.232654071077,cooling,0,0,-0.00102003503351,False,0.0612021020105,0.0301233989908,0,0,0.0310787030197,day,22,24,0,0.355778217316,0.578240275383
114,17721,17721.5,1800,22.4522380829,22.517124176,24,22.3999977112,330.83682251,180,0.70710682869,-0.707106769085,14.5,22,14.5,22,2956.76472472,22,64.0051720698,0.232654071077,24,22.9,326.0023189,180,9,22.5082124757,22.3557528333,3761.24189392,22,78.6426482934,0.267350106942,cooling,0,0,-0.00137303389601,False,0.0823820337604,0.0358278201289,0,0,0.0465542136315,day,22,24,0,0.357377499342,0.565827131271
115,17721.5,17722,1800,22.5082130432,22.3557529449,24,22.9000015259,326.002319336,180,0.70710682869,-0.707106769085,14.5,20,14.5,20,3761.24189392,22,78.6426482934,0.267350106942,24,23.3,509.5403113,180,10,22.6164345362,22.4682275153,3129.78157568,20,100,0.317974642857,cooling,0,0,-0.00148521537427,False,0.0891129224564,0.0357780010741,0,0,0.0533349213822,day,22,24,0,0.360469549894,0.574479043484
116,17722,17722.5,1800,22.6164340973,22.4682273865,24,23.2999992371,509.540283203,180,0.5,-0.866025388241,14.5,20,14.5,20,3129.78157568,20,100,0.317974642857,24,23.7,540.764517,180,10,22.6960349829,22.4381362478,3870.24979162,20,100,0.317974642857,cooling,0,0,-0.00209015642781,False,0.125409385669,0.0430840742043,0,0,0.0823253114645,day,22,24,0,0.362743854523,0.572164297104
117,17722.5,17723,1800,22.6960353851,22.4381370544,24,23.6999969482,540.764526367,180,0.5,-0.866025388241,14.5,20,14.5,20,3870.24979162,20,100,0.317974642857,24,24.1,650.159358,180,11,22.8044256194,22.6229419285,3870.24979162,20,100,0.317974642857,cooling,0,0,-0.00207826253143,False,0.124695751886,0.0422666955219,0,0,0.0824290563639,day,22,24,0,0.365840733051,0.586380124092
118,17723,17723.5,1800,22.8044242859,22.6229419708,24,24.0999984741,650.159362793,180,0.258819103241,-0.965925812721,14.5,20,14.5,20,3870.24979162,20,100,0.317974642857,24,24.4,679.3646442,180,11,22.9235664688,22.7284389884,3870.24979162,20,100,0.317974642857,cooling,0,0,-0.00207225048466,False,0.124335029079,0.0419059727155,0,0,0.0824290563639,day,22,24,0,0.369244754314,0.594495296478
119,17723.5,17724,1800,22.9235668182,22.7284393311,24,24.4000015259,679.364624023,180,0.258819103241,-0.965925812721,13.9463033676,18.4664211273,13.9463033676,18.4664211273,3870.24979162,20,100,0.317974642857,24,24.8,729.5834909,180,12,23.0583368612,22.7805613593,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.0019027299075,False,0.11416379445,0.0412381343194,0,0,0.0729256601306,day,22,24,0,0.373095333576,0.598504722118
120,17724,17724.5,1800,23.0583362579,22.7805614471,24,24.8000030518,729.583496094,180,0,-1,13.9463033676,18.4664211273,13.9463033676,18.4664211273,2609.77959528,18.4664211273,100,0.317974642857,24,25,739.3866602,180,12,23.1744284671,22.8310991016,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.00208912832158,False,0.125347699295,0.0429186429306,0,0,0.0824290563639,day,22,24,0,0.376412242651,0.60239225626
121,17724.5,17725,1800,23.1744289398,22.8311004639,24,25,739.386657715,180,0,-1,13.9463033676,18.4664211273,13.9463033676,18.4664211273,2609.77959528,18.4664211273,100,0.317974642857,24,25.3,730.3185855,180,13,23.2830953099,22.8770197413,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.00207294790015,False,0.124376874009,0.0419478176448,0,0,0.0824290563639,day,22,24,0,0.379517018795,0.605924606323
122,17725,17725.5,1800,23.2830963135,22.8770198822,24,25.3000030518,730.318603516,180,-0.258819043636,-0.965925812721,13.9463033676,18.4664211273,13.9463033676,18.4664211273,2609.77959528,18.4664211273,100,0.317974642857,24,25.5,718.6380214,180,13,23.3822547656,22.9149909517,2609.77959528,18.4664211273,100,0.317974642857,cooling,0,0,-0.00206265142363,False,0.123759085418,0.0413300290541,0,0,0.0824290563639,day,22,24,0,0.38235014677,0.608845472336
